,Unnamed: 0,Unnamed: 0.1,comment,updated_at,like_count,sentiment
1094,1094,1094.0,على جالهم قريب كسرت تلفون <br>بصراحة كل مرا حكيتلك على جيزي فيها مشاكل كبيرا <br>و خلاص جيزي بايباي و الله دورو ميراوه من عندي,2020-10-07T13:14:43Z,0.0,1.0
1095,1095,1095.0,تحب كونكسيون مليحة دير اوريدو la gold قوة ومليحة رآها عندي 8شهور جامي كان عندها مشكل ننصحك بتجربتها سلام,2020-10-06T21:48:16Z,0.0,2.0
1096,1096,1096.0,تعلم دير فيديو مرتب و مفهوم بعدها ساهل,2020-10-13T18:49:51Z,0.0,0.0
1097,1097,1097.0,ana c bn djezzy bye bye reja3et la ligne Mobilis ta3 la win libre 35GB raha temechili fe chebab,2020-10-06T20:15:27Z,0.0,1.0
1098,1098,1098.0,كاين كي تخلص اوريدو بالبطاقة الذهبية 1000دج يعطوك 30جيغا ويوتيوب باطل والفيتاس مليح,2020-10-06T19:50:16Z,9.0,2.0
1099,1099,1099.0,المهم شكرا اخي ........,2020-10-08T07:46:21Z,0.0,0.0
1100,1100,1100.0,عندي جيزي اوموبيليس او نجمة والله في ثلاثة الريح فالشبك .البينغ تاعهم في ثلاثة 999,2020-10-22T16:01:30Z,0.0,1.0
1101,1101,1101.0,يا الخي الكريم يا خي اوريد طلقتها بثلاث 🤣🤣🤣 ولا رني غلط,2020-10-06T20:38:08Z,9.0,1.0
1102,1102,1102.0,انا منقدرش نودعها بسكو ريزو تع موبيليس و اوريدو ناقص عندي في دار,2020-10-07T07:14:05Z,0.0,1.0
1103,1103,1103.0,باي باي جيزي,2020-10-06T22:22:40Z,0.0,1.0
1104,1104,1104.0,لا جيزي لا اوريدو لا اتصلات الجزائر نولو كي بكري ونطلڨو الكونيكسيون تع الجزائر كومبلي نولو ليامات دودة فلميلسون ديس ونلعبو غمايضة على كبرنا ولى قسام يمات كونيكسيون تع شكوبي هذي 😒,2020-10-13T04:38:49Z,0.0,1.0
1105,1105,1105.0,"Vous pouvez donner votre avis mais pas inciter les gens à quitter un opérateur pour un autre ! Vous êtes indirectement en train de les orienter vers Ooredoo ! Alors qu&#39;aucun opérateur n&#39;a un réseau yesla7. Moi perso j&#39;ai une puce Djezzy men wa9t Djezzy carte c&#39;est vrai que je ne suis pas satisfait par la qualité du service mais les offres qu&#39;ils proposent me conviennent parfaitement, j&#39;ai eu aussi en parallel des puces Nedjma et Mobilis et les deux c t des ARNAQUES ! Mobilis par exemple proposait une offre illimitéé vers mobilis qui se coupe au bout d&#39;une heure de conversation !! mais ou est le concept de l&#39;illimité si on est limité par 60 minutes par jour et ça sans parler de leur réseau catastrophique !",2020-10-16T13:23:37Z,0.0,0.0
1106,1106,1106.0,Même ta3 hayla maxi 1200 ta3 20 gb welat fiha limitation ten ?,2020-10-07T19:11:45Z,0.0,0.0
1107,1107,1107.0,وداعا جيزي ليزم,2020-12-03T00:55:22Z,0.0,1.0
1108,1108,1108.0,يا أخي الذئاب تصطاد جماعة وعمش خير من اعمى وانا راني متأكد بلي علة القلة من فمها ونتا راك عارف بلي السياسة تتحكم واش يدير الميت في يد الغسال,2020-10-13T18:48:56Z,0.0,0.0
1109,1109,1109.0,اوريدو مالڨري تدي لي جيڨا بصح هي لي فور ريزو تاعها فور فور,2020-10-08T11:07:13Z,0.0,2.0
1110,1110,1110.0,وداعا الجزائر,2020-10-06T22:54:38Z,0.0,1.0
1111,1111,1111.0,ودعتها هادي زمان,2020-10-06T19:19:27Z,0.0,1.0
1112,1112,1112.0,مام انا راح نودع جد يمات دجيزي لي طلعتلنا سكر يا زح اني نستنا غير فالشهر يكمل نكمل 40 جيغا تاعي لي ماتقاستش خلاص ونكسرها..تعيش ديرلنا وشمن بيس مليحة في اوريدو,2020-10-06T19:37:59Z,10.0,1.0
1113,1113,1113.0,موبيليس 👍👍👍👍👍👍👍👍👍👍👍👍👍,2020-10-06T21:54:56Z,0.0,2.0
1114,1114,1114.0,ايهيه شحال عندي ملي ودعتها جيزي,2020-10-07T19:32:46Z,0.0,1.0
1115,1115,1115.0,سلام...<br>اخي مشكور على الشرح ...<br>حاب نشري مودام 4 جي . اي نوع افضل ... اي شحال نقدر نبعد . و شحال مدة استعمال البطارية . ربي يوفقك .,2020-10-06T21:15:27Z,1.0,0.0
1116,1116,1116.0,"Les trois opérateurs connexions zéro hadj moussa ,moussa el hadj",2020-10-06T20:03:57Z,16.0,1.0
1117,1117,1117.0,7€/ 1 moi <br>200mb/s <br>ابكي على زهرك ايها المواطن الفرنسي,2020-10-12T19:08:45Z,0.0,1.0
1118,1118,1118.0,عندي 100 الف في توب 4 ج نقدر نستفاد بيها في عرض أول توس ولا تروح في حال تحويل لها ؟,2020-10-06T19:51:29Z,0.0,0.0
1119,1119,1119.0,خويا عجبني الجنريك  الجديد اللي عملته,2020-10-07T12:42:45Z,0.0,0.0
1120,1120,1120.0,toop 4G وييي اي عندي,2020-10-12T21:23:00Z,0.0,0.0
1121,1121,1121.0,انا عندي عام ودعت اوريدو والدور يجي على جيزي,2020-10-07T18:15:30Z,0.0,1.0
1122,1122,1122.0,👍👍👍,2020-10-06T22:10:34Z,1.0,2.0
1123,1123,1123.0,ياودي عندي جيزي وموبليس في زوج مكاين والو ناقصين في زوج لكونيكسيو ثقيلة بزاف وانا نسكن في العاصمة ياودي كارثة في زوج يبيعونا في الريح,2020-10-14T15:46:54Z,0.0,1.0
1124,1124,1124.0,سلام عليكم حبيت نسقسي اسكو oorodoo Switch تشدلك شهر ولا قل وواش هو احسن عرض خاطرش جيزي هبلتني دمعة طيحتهالي,2020-10-09T20:54:50Z,0.0,0.0
1125,1125,1125.0,سلام خو ربي يوفقك,2020-10-06T20:39:35Z,0.0,0.0
1126,1126,1126.0,راك روطار,2020-10-07T12:52:19Z,0.0,1.0
1127,1127,1127.0,وداعا جيزي تسمى مشكل ليس عندي فقط,2021-01-03T00:03:27Z,0.0,1.0
1128,1128,1128.0,طوب 4جي سلمي عليها الي صبتها,2020-12-14T06:07:37Z,0.0,1.0
1129,1129,1129.0,انا عندي كونكسيون جيزي روعة نتا برك تزيد عليها,2020-10-08T09:14:31Z,1.0,2.0
1130,1130,1130.0,جيزي زيرو تحيا الاوريدو من نهار درتها تهنيت 4G فوووور بزاف,2020-10-06T20:16:03Z,1.0,1.0
1131,1131,1131.0,ناس في الجقا بار سجوند و حنا مزلنا في الكلوبات او صاحبي صومالي و لا يعاير فيا,2020-10-08T07:51:44Z,0.0,1.0
1132,1132,1132.0,خويا أقلب الهاتف لان يظهر كلش بي المقلوب عندما.. تشاهد الايف تفهمني,2020-10-06T20:28:41Z,0.0,0.0
1133,1133,1133.0,جيزى راي حلت المشكل تع بطئ انترنت  لى عندو يجرب و يقولنا,2020-11-05T09:00:21Z,0.0,1.0
1134,1134,1134.0,انا ودعتها من ثلاث شهر وراني بموبيليس بيكسي مليحة,2020-10-06T19:41:27Z,0.0,1.0
1135,1135,1135.0,اليوم اكتيفيت 1500دج 40go انترنت راهي حابسة,2020-10-10T17:05:36Z,0.0,1.0
1136,1136,1136.0,مازلت لا أفهم لماذا الشركات عندنا متخلفة الى هذه الدرجة و نحن في 2020 و الى متى هكذا..<br>اكبر دولة في افريقيا و ثرواتها كبيرة و مازلنا <br>في هذا المستوى المتدني ..<br>حقا لم اعد اتحمل هذه الاحوال في هذا البلد اللعين,2020-10-17T23:25:52Z,0.0,1.0
1137,1137,1137.0,والله لا زادت دخلت فرنك في جازي راح ندورها لاسويتش,2020-10-13T14:19:23Z,0.0,1.0
1138,1138,1138.0,👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿,2020-12-27T13:03:54Z,0.0,2.0
1139,1139,1139.0,الموقع ديالك لا يعمل في adsl,2020-10-06T20:31:46Z,0.0,0.0
1140,1140,1140.0,ودعا جيزي هههه,2020-10-08T07:46:40Z,0.0,1.0
1141,1141,1141.0,عندي اوريدو سويتش روعة,2020-10-07T13:37:21Z,0.0,2.0
1142,1142,1142.0,من بلدية بريحان ولاية الطارف باى باى دجزى  البارح خلصت 1500دج راهى في حالة كارثة كبيرة,2020-10-06T20:34:38Z,21.0,1.0
1143,1143,1143.0,انا ودعت جازي منذ ان عرفت بأن مالكها يهودي سابقا والان هيا ملك دولة,2020-10-11T19:12:15Z,2.0,1.0
1144,1144,1144.0,يا اخي راهي هايلة عندي جيزي خير منهم كل وعلاش راك تشكل علينا,2020-10-07T10:55:53Z,0.0,2.0
1145,1145,1145.0,والله العظيم غير ودعتها عندي سمانا وشريت ooredoo switche,2020-10-14T23:39:25Z,0.0,1.0
1146,1146,1146.0, بيس باطل فيها انترنات illimité,2020-10-07T19:28:12Z,0.0,2.0
1147,1147,1147.0,راني بالموبيليس طوب 4g 500 في عامين و حمد لله,2020-10-08T11:14:32Z,0.0,2.0
1148,1148,1148.0,انا عندي 3سنين ملي ودعت جيزي لايوجد شبكة جيزي,2020-10-06T19:39:00Z,0.0,1.0
1149,1149,1149.0,اذا وداعا جيزي 🖐🖐🖐🖐🖐,2020-10-06T23:15:30Z,1.0,1.0
1150,1150,1150.0,راني ودعتها شهورا,2020-10-07T18:35:12Z,0.0,1.0
1151,1151,1151.0,انا كملت معاها درت اوريدو سويتش,2020-11-09T21:05:00Z,0.0,1.0
1152,1152,1152.0,انا من ورقلة اوريو جيدا، سرعة حتى 20 ميغا,2020-11-13T14:59:01Z,0.0,2.0
1153,1153,1153.0,يا ولدي كل منطقة و نوعية الاتصال فيها كاين مناطق تلقا شبكة مليحة و لباقي لا و العكس هذي هي,2020-10-08T15:57:37Z,1.0,0.0
1154,1154,1154.0,عندي جيزي هبال ماشاء الله,2020-10-07T13:36:50Z,0.0,2.0
1155,1155,1155.0,سؤال : شكون هو المسؤول على ping تع les jeux,2020-10-07T22:56:36Z,0.0,0.0
1156,1156,1156.0,"vive mobtasim 4g :  500 Da ,, connexion illimité pour 1 mois + bonus 1000 DA pour les appels tel .",2020-10-21T21:47:30Z,0.0,2.0
1157,1157,1157.0,انا عندي top4G موبيليس..جازي  باي باي,2020-10-06T23:41:52Z,0.0,1.0
1158,1158,1158.0,خويا جيزي 00000000 عندي جيزي 070 قرعة عيانة,2020-10-10T10:38:24Z,0.0,1.0
1159,1159,1159.0,موبليس الريزو ڨاع يمشي عندي في تلمسان,2020-10-11T10:54:40Z,1.0,2.0
1160,1160,1160.0,لالا يا أخي احسن متعامل نقال في عنابة هي دجيزي,2020-10-06T21:55:47Z,0.0,2.0
1161,1161,1161.0,الكل مش ملاح ماعندك في لخرا ماتخير اتصالات الجزائر الكل موبيلس جيزي لازم مقاطعة شاملة حتى تتسقم والله هذا اخر حل,2020-11-02T09:04:30Z,0.0,1.0
1162,1162,1162.0,خاوتي هاشتاغ لشركات الاتصالات فالتويتر فليباج تاعهم اوفيسال و كثرولهم من الشكاوي فالميساجات,2020-10-07T00:19:33Z,0.0,1.0
1163,1163,1163.0,شريت كارت جيزي وكسرتها الله لايتربحهم برك عندي أوريدو ڨولد لاباس بيها,2020-10-07T21:02:07Z,6.0,1.0
1164,1164,1164.0,راني بجيزي كونفور عايش la belle vie,2020-10-22T23:13:48Z,0.0,2.0
1165,1165,1165.0,خويا لي راك تقرا فل ميساج تاعي <br>انا ماعنديش ويفي نعتامد علا 4g فكلش وضركا جيزي راهي فزدت وشيهيا لابيس لي تنصحوني بيها والعرض تاعها؟؟؟,2020-10-06T19:58:27Z,2.0,0.0
1166,1166,1166.0,"Bessah ana même avec la top 4g walou morte comment ca ,",2020-11-19T19:55:10Z,0.0,1.0
1167,1167,1167.0,عندي جيزي هايلة 150=40go <br>مليحة و راني حالة بيها,2020-10-15T07:07:47Z,1.0,2.0
1168,1168,1168.0,بلاصة الي نسكن فيها مكانش فيها ريزو غير تاع جيزي,2021-01-19T22:39:51Z,0.0,1.0
1169,1169,1169.0,عمري مدخلت جزي في راسي,2020-10-06T19:59:22Z,0.0,1.0
1170,1170,1170.0,مايكونوش اوريدو زعنا شوارك 😒😒😒 را تقول جاو وعندي وستاضافوك عدهم 😂😂 انا صح صح خدمتلي 😁😁,2020-10-07T14:29:58Z,0.0,0.0
1171,1171,1171.0,حبيبي راك متأخر انا كسرتها عام2008  كانو يسرقون عيني عنك,2020-11-02T11:40:03Z,0.0,1.0
1172,1172,1172.0,انا عندي شريحة جيزي الله يبارك كونيكسيو مشاء الله خير من موبيليس خطرات توصل الانترنت حتى 12 ميغا,2020-10-12T16:37:40Z,4.0,2.0
1173,1173,1173.0,اخي انا عندي موبيليس كيفاش نفعل top 4g تع 500da وشكرا,2020-10-06T19:39:59Z,1.0,0.0
1174,1174,1174.0,يا خو أنا جيزي عند لباس بيها 9 ميڨا  معنديش ڤع مشكل في جيزي,2020-10-08T15:25:53Z,0.0,2.0
1175,1175,1175.0,الدولة متواطئة في هذا السوق الوسخ !,2020-10-06T20:49:42Z,1.0,1.0
1176,1176,1176.0,حتى اوريدو ماشي كونيكسيو كاين غير فالعاصمة,2020-10-15T15:44:15Z,0.0,1.0
1177,1177,1177.0,خويا تكنو راهي موبليس عندنا كاريثا<br>00انترنت,2020-10-08T12:42:09Z,0.0,1.0
1178,1178,1178.0,من قسنطينة top 4g  موبيليس مقلشنا .,2020-10-06T20:23:01Z,1.0,2.0
1179,1179,1179.0,والله غير راهي تبهديلا لنترنات تاعهم عيب والله,2020-10-07T13:38:35Z,0.0,1.0
1180,1180,1180.0,هههه خطينا منك نتا تحب تعڨب لي فيديو ولي يدفع غاية تعامله معاه غاية,2020-10-07T19:01:04Z,5.0,0.0
1181,1181,1181.0,سلام خويا حبيت نشري هاتف مابين 35 او 40 بواش تنصحني او حاب تيليفون يكون مليح فالريزو او الباتري او البروسيسور,2020-10-07T12:32:50Z,1.0,0.0
1182,1182,1182.0,Nta daymen heka ودع ودع ودع ماجبتنا حتى عفسة تصلح,2020-10-07T23:46:19Z,0.0,0.0
1183,1183,1183.0,3andi Djezzy hbal la connexion fort tewsel hetta l 15mega,2021-05-16T05:48:37Z,0.0,2.0
1184,1184,1184.0,روح لأوريدو اروع بيس في الثاريخ,2020-10-13T02:45:58Z,0.0,2.0
1185,1185,1185.0,يأخي تكنو ديرلنا فيديو على اروريدو سويتش حاب نشري وحدة,2020-10-06T20:48:21Z,1.0,0.0
1186,1186,1186.0,Bing مش حاجة في اوريدو,2020-10-07T02:04:19Z,1.0,1.0
1187,1187,1187.0,راهي تاعها ايه...عندي عامين وانا مع جيزي عايش مبريزي. وماصبتش واش ندير.....,2020-10-08T00:53:27Z,0.0,1.0
1188,1188,1188.0,عندي اوريدو سويتش تمشي قوة,2020-10-07T11:30:55Z,1.0,2.0
1189,1189,1189.0,للرداءة عنوان و جيزي اكبر دليل,2020-10-14T22:27:53Z,0.0,1.0
1190,1190,1190.0,والله يديولنا دراهمنا الله لا يتربحهم,2020-10-06T19:51:48Z,1.0,1.0
1191,1191,1191.0,صدقوني أنا عندي سرعة الانترنيت عندي في mobilis تلحق. .7.08 mpbs,2020-10-19T05:01:46Z,2.0,2.0
1192,1192,1192.0,يمتهم كيف كيف اتصالات هي تحكم فيهم,2020-10-08T09:09:24Z,0.0,1.0
1193,1193,1193.0,Ooredoo 👍👍👍👍👍👍👍👍☝☝,2020-10-06T21:55:55Z,0.0,2.0
1194,1194,1194.0,اوريدو سويتش واش رايكم فيها ؟,2020-10-06T20:38:07Z,1.0,0.0
1195,1195,1195.0,انا اوريدو توصل 65 ميغا سرعة تدفق,2020-10-12T16:32:07Z,0.0,2.0
1196,1196,1196.0,"moi aussi je vais quitte cet operateur médique, sachant que j&#39;ai toujours préfère  djezzy",2020-10-06T21:50:27Z,0.0,1.0
1197,1197,1197.0,باي باي جازي,2020-10-06T18:57:15Z,0.0,1.0
1198,1198,1198.0,أرواح تشوف موبيليس كارثة,2020-10-07T16:51:38Z,0.0,1.0
1199,1199,1199.0,#. وداعا يا جيزي يا سراقين يا لصوص يا نصبين.,2020-10-11T21:53:02Z,0.0,1.0
1200,1200,1200.0,اخر شهر ليا ف جيزي ينعل باباها بيس,2020-10-19T15:55:35Z,0.0,1.0
1201,1201,1201.0,باااي باااي جازي,2020-10-06T18:56:34Z,1.0,1.0
1202,1202,1202.0,عندي جيزي هايلة 150=40go <br>مليحة و راني حالة بيها,2020-10-15T07:07:47Z,1.0,2.0
1203,1203,1203.0,حتا انا معاك كرهت من هادو الكلاب,2020-10-06T20:34:13Z,0.0,1.0
1204,1204,1204.0,شكرا,2020-10-08T11:53:40Z,0.0,2.0
1205,1205,1205.0,كفاش تعرف هاتف Global ولا Global Rom,2020-10-06T18:59:40Z,1.0,0.0
1206,1206,1206.0,راني مشترك في هايلة بزااف ، راهي حشاكم خرااا هدا ليمات,2020-10-08T18:33:48Z,0.0,1.0
1207,1207,1207.0,ماعندكش بزاف كنت تشكر في جازي,2020-10-15T15:43:29Z,0.0,0.0
1208,1208,1208.0,Vive 600 da 1500 tous les réseaux men djezzy l djezzy batel whda pour un mois,2020-10-16T18:07:46Z,0.0,2.0
1209,1209,1209.0,انا ودعت جيزي منذ 2009 بسبب(مبارة ام درمان )ومالكها نجيب ساوريس المصري اليهودي الذي كان يمول بناء المستوطنات في ارض فلسطين،على الأقل ما فعلناه من اجلهم,2020-10-08T06:51:59Z,0.0,1.0
1210,1210,1210.0,يا جماعة الله يحفظكم نحوس على بيس فيها عرض 150040Go 🎀,2020-10-06T21:28:38Z,0.0,0.0
1211,1211,1211.0,Machi kont contre ooredoo w kant bloqué men les commentaires fi la page ta3hom w darwek walit dertelhom publicité,2020-10-06T20:27:18Z,0.0,0.0
1212,1212,1212.0,آسف على هذا التعليق 😓<br>ولكن 🔥 ⚡ 💎<br>أنا عندي محتوى جميل ⚡ 💞 عن فري فاير 💎 💕<br>و أتمنى منك تشوف قناتي فقط ⚡ 💎,2020-10-17T11:32:02Z,0.0,0.0
1213,1213,1213.0,آسف على هذا التعليق 😓<br>ولكن 🔥 ⚡ 💎<br>أنا عندي محتوى جميل ⚡ 💞 عن فري فاير 💎 💕<br>و أتمنى منك تشوف قناتي فقط ⚡ 💎,2020-10-17T11:31:57Z,0.0,0.0
1214,1214,1214.0,جيزي راهي كارثة راهي اسوء متعامل,2020-10-10T23:30:08Z,0.0,1.0
1215,1215,1215.0,انا ه هذي مدة و انا مع اوريدو سيرتو مع ماكسي 1000 و الآن راني مع لاسيوتش 1500 روعه,2020-10-06T21:16:53Z,1.0,2.0
1216,1216,1216.0,عندي 4ايام وقفت جازي كونفور,2020-10-07T10:00:52Z,0.0,1.0
1217,1217,1217.0,12 جويلية 2020 ودعت جيزي,2020-10-06T19:33:30Z,0.0,1.0
1218,1218,1218.0,هههههه زعمة جيزي سامعة بيك,2020-11-05T15:29:18Z,0.0,1.0
1219,1219,1219.0,انا عندي موبليس TOP 4G الانترنت ماكنش بصح البينج في الببجي 65,2020-10-06T19:44:42Z,0.0,1.0
1220,1220,1220.0,Merci d&#39;informer les Algériens bonne continuité,2020-10-08T14:49:26Z,0.0,0.0
1221,1221,1221.0,Zéro connexion pour les trois opérateurs,2020-11-11T15:45:34Z,0.0,1.0
1222,1222,1222.0,Le 3 Opérateurs قاع  كيفكيف وجوه شر,2020-10-06T19:48:09Z,2.0,1.0
1223,1223,1223.0,اوريدو سراقين حتى الانترنات قوية,2020-10-15T00:33:03Z,0.0,1.0
1224,1224,1224.0,بهلول وتصفية حسابات مهيم كامل متاعملين هما فرع من اتصلات جزائر,2020-10-08T09:30:37Z,0.0,1.0
1225,1225,1225.0,الجلفة ما فيهاش الريزو تع موبيليس,2020-10-06T19:29:21Z,0.0,1.0
1226,1226,1226.0,Djezzy wada3tha min sanawat mn bakri whiya 000000000,2020-10-11T20:12:06Z,0.0,1.0
1227,1227,1227.0,مودام سهلا بوكس واش رايكم فيه,2020-10-07T07:49:48Z,0.0,0.0
1228,1228,1228.0,اخي فهمنا واش هي الابلود ودنولود,2020-10-07T07:20:47Z,0.0,0.0
1229,1229,1229.0,ايه والله,2020-10-06T21:43:14Z,0.0,0.0
1230,1230,1230.0,وراها سلطة الضبط .. راهم كلاونا,2020-10-06T21:41:34Z,0.0,1.0
1231,1231,1231.0,Goodbye  nsit &quot;e&quot; 😜,2020-10-06T21:50:33Z,1.0,1.0
1232,1232,1232.0,وداعا جيزي رني باريدو,2020-10-06T21:57:45Z,0.0,1.0
1233,1233,1233.0,اودي هاذ شهر برأس ما مني زايدها,2020-10-13T05:35:52Z,0.0,1.0
1234,1234,1234.0,دجيزي اسوء متعامل وسراق   بلاد ميكي   واشحنا مخلصين 4 جي ومكانش هدا متعامل,2020-10-06T21:00:39Z,0.0,1.0
1235,1235,1235.0,جميع اتصالات الجزائر . وجميع الشبكات .<br>زي الزفت,2020-10-15T10:32:20Z,0.0,1.0
1236,1236,1236.0,وداعاً جيزي خطرش خريتو تحتكم,2020-10-06T22:06:19Z,0.0,1.0
1237,1237,1237.0,اوريدو شركة سراقة اكثر منهم كل,2020-10-13T17:04:26Z,1.0,1.0
1238,1238,1238.0,وش الفرق بين  uplaod    //  downlaod,2020-10-07T12:28:49Z,0.0,0.0
1239,1239,1239.0,انا فليكسيت80آلف قيس شهر كوباوهالي في نهار,2020-10-08T23:41:05Z,0.0,1.0
1240,1240,1240.0,كول جد والديهم كيف كيف غير باش تشهرو رواحكم,2020-10-09T10:37:37Z,0.0,1.0
1241,1241,1241.0,مشكلة  idoom 4g f réseaux ghir 3ndi wla Kamal ??,2020-10-06T20:46:28Z,0.0,0.0
1242,1242,1242.0,والله غير فضايح نتاع كونكسيو نتاع جزائر <br>ٱخرها نتاع بلماضي,2020-10-07T13:18:23Z,0.0,1.0
1243,1243,1243.0,رئاسة تاعك ما تتكوباش كونكسيون ....راهم في جنة,2020-10-07T18:13:34Z,0.0,0.0
1244,1244,1244.0,باينة عيطولك  وتفهمتو طالع قناتك على ضهر.......,2020-10-06T22:14:30Z,1.0,0.0
1245,1245,1245.0,Hhhhhhhhhhhhhhhh,2020-12-11T12:33:22Z,1.0,0.0
1246,1246,1246.0,Walah rak tefah ou koul khatra video tafeh kifek ghir bach dir les vues fateh chain youtube ghir bach tlem les vues b t3izz  ou rzaa ahsen 3ard ou thalaw salam rak kbir ou makharjtch 3lik koulch metsanee3 yaw essaie de faire mieux que ça dir haja ma khir bach lmara jaya mansibkch terzi,2020-10-08T05:35:36Z,0.0,0.0
1247,1247,1247.0,آسف على هذا التعليق 😓<br>ولكن 🔥 ⚡ 💎<br>أنا عندي محتوى جميل ⚡ 💞 عن فري فاير 💎 💕<br>و أتمنى منك تشوف قناتي فقط ⚡ 💎,2020-10-17T11:32:06Z,0.0,0.0
1248,1248,1248.0,وقيل تفهمت مع اوريدو 🤔🤔,2020-10-06T21:58:53Z,5.0,0.0
1249,1249,1249.0,كل خطرة واش تقول منذاك جيزي منذاك اوريدو ياخي اخي فاهم روحك شفت فيديو تاعك بالي طلقت اوريدو بثلاث,2020-10-06T21:57:28Z,15.0,0.0
1250,1250,1250.0,يا أخي بعد التحديث اصبح رادمي نوت 8برو الله من ناحية البطارية ما الحل,2020-10-06T19:05:43Z,7.0,0.0
1251,1251,1251.0,انا انترنت جيزي طيارة <br>20 Download<br>16 upload<br>واما مع vpn <br>90 Download <br>120 upload<br>😂الحمد لله برك <br>بصح لو غيرت من بطاقة الى انترنت مودام <br>ترجع انترنت خرا في خرا 😂💔<br>0٫90 Download<br>0.01 upload<br>لاي لاي لاي لاي 💔🌚,2020-10-07T14:28:50Z,0.0,2.0
1252,1252,1252.0,صح صماطت خو,2020-10-06T20:40:16Z,0.0,1.0
1253,1253,1253.0,يا خويا انا شريت اوريدو,2020-10-08T01:41:51Z,0.0,2.0
1254,1254,1254.0,احسن شريحة هيا اوريدو سويتش لحقتلي 45ميڨا في الثانية,2020-10-06T19:53:41Z,7.0,2.0
1255,1255,1255.0,khoya bagi ndir moudam bach tansahni we wach 3ard mlih,2020-10-06T21:44:31Z,0.0,1.0
1256,1256,1256.0,لا بوس لب تهدر عليها تولي خردة.... يرحم باباك ما تهدر على حتا بوس,2020-10-12T19:38:14Z,1.0,1.0
1257,1257,1257.0,"Ooredoo calculit fiha ch7al nakol l&#39;internet par raport ch7al tna7ili hia b logiciel wasmo NetBalancer, sabthom swa swa ma yaklo les giga ma walo....<br>Mafhemtche 7ata welat nas kamel yqolo 3lihom seraqine...<br><br>Djezzy talegtha 3andi ch7al, psk kanet 3andi puce Comfort 2000DA 80GB fiha limitation 256kbps men 8 te3 lil 7ata 12, service machi ghir yreja3 lwa7ed yseb normal..",2020-10-06T22:05:40Z,3.0,0.0
1258,1258,1258.0,هههه,2020-10-07T22:04:36Z,0.0,0.0
1259,1259,1259.0,سمحلي راك غالط OOREDOO عندي شهر 0 conixou,2020-10-06T21:40:36Z,0.0,1.0
1260,1260,1260.0,حول لموبيليس احسن,2021-04-28T18:05:52Z,0.0,2.0
1261,1261,1261.0,اوريدو  احسن,2020-10-09T14:34:38Z,0.0,2.0
1262,1262,1262.0,ديرنا givway,2020-10-07T19:19:37Z,0.0,0.0
1263,1263,1263.0,اول مرة تقول حاجة مليحة,2021-07-22T23:00:51Z,0.0,0.0
1264,1264,1264.0,خردة  جيزي,2020-10-11T00:00:02Z,0.0,1.0
1265,1265,1265.0,يا ودي اوريدو خردة فالبينج,2020-10-11T10:39:09Z,0.0,1.0
1266,1266,1266.0,وين راه تعويض تع  تع ايام بكالوريا لي قلتنا عليه,2020-10-06T21:15:29Z,0.0,0.0
1267,1267,1267.0,كلهم خردة !🤯,2020-10-07T21:34:26Z,1.0,1.0
1268,1268,1268.0,عندي top 4g تكفيني <br>وراسي مرفوعة كاين حاجة لكونيسيو ضعيفة مي والفتها نتفرج حتى تيك توك بالتقطاع <br>تحيا top 4g,2020-10-06T22:15:25Z,2.0,2.0
1269,1269,1269.0,خيا تيكنو مومكين نيمروك أو واتساب خاس بيك,2020-10-08T20:49:39Z,0.0,0.0
1270,1270,1270.0,خويا رد عليا تهيش عندي مشكل,2021-05-20T23:10:33Z,0.0,0.0
1271,1271,1271.0,djezzy by by mobile ooredoo algerietelecom tal3o niveau,2020-10-07T11:07:18Z,0.0,1.0
1272,1272,1272.0,وسمها لابيوس تاع أوريدو تاع لابنمو ؟؟؟؟,2020-10-06T21:19:04Z,0.0,0.0
1273,1273,1273.0,اهدرلنا على المودام تاع اوريدو لا بغيت زعما,2020-10-07T11:59:44Z,0.0,0.0
1274,1274,1274.0,كامل كيف كيف عقلية وحدة,2021-02-18T20:27:50Z,0.0,1.0
1275,1275,1275.0,أوريدو تاعك أكفيت مياتلف عشرين جيغا داوها في ساعتين,2021-11-28T15:26:54Z,0.0,1.0
1276,1276,1276.0,خاوتي راح نشري سويتش تاع 150 الف اوريدو  اشتراك عام بواش تنصحوني,2020-10-06T22:26:23Z,0.0,0.0
1277,1277,1277.0,نتيا راك خالص من عند اوريدو بركا ما تبوقل فالشعب,2020-10-14T13:42:13Z,0.0,0.0
1278,1278,1278.0,إوريدو.مكانش.منها,2021-06-17T22:24:02Z,0.0,1.0
1279,1279,1279.0,راك كي شغل خنت قضية فلسطينية,2020-10-06T20:39:10Z,0.0,1.0
1280,1280,1280.0,اوريدو غولد وين نسكن انا دلس بومرداس تلحق ل 21 ميقا <br>بصح كي خفيفة تخلاص رابيد,2020-10-11T20:17:20Z,1.0,1.0
1281,1281,1281.0,لي يستخدم جيزي نقلك حبسها و أنا كي يخلص الشهر هذا خلاص منعودش نستعملها لي معي يحط لايك,2020-10-20T10:59:37Z,1.0,1.0
1282,1282,1282.0,نتا شغل جيت تبنيط لموبليس؟؟؟<br>خلصوك ولا مازل !!؟؟,2021-09-20T09:35:50Z,1.0,0.0
