"ID","comment","updated_at","like_count","sentiment"
"194","90جيغا بتدفق السلحفاة","2022-04-02T10:29:00Z","1","1"
"195","تحشولنا برك يعني 200 الف جاتكم قليلة كل شهر انتوما البونيس كامل ماتمدوش تعرفو غير تدو هههههه","2022-04-03T10:43:00Z","0","1"
"196","العرض غالي شوية","2022-04-02T09:18:00Z","0","1"
"197","ردو بالكم لي عندو بيكس يشد فيها ويريح","2022-04-02T09:15:00Z","11","1"
"198","عند تعبئة الرصيد يتم سحبه مباشرة أو بالأحرى تتم سرقته","2022-04-04T05:27:00Z","0","1"
"199","درتوها بيا و فليكست و ندمت 😢، أسوء كونيكسون في مجرة 😀😀😀","2022-04-03T11:27:00Z","0","1"
"200","سما الفيسبوك مشي مجاني","2022-04-02T11:57:00Z","0","1"
"201","يسرقولك دراهم","2022-04-02T12:43:00Z","0","1"
"202","تهدر نهار ومن بعد مكانش هدرة","2022-04-02T12:44:00Z","0","1"
"203","كنت نعس تليفوني لا يسرقوهلي من الجيب و موبيليس تسرقلي حسبنا الله و نعم الوكيل فيكم","2022-04-03T20:46:00Z","0","1"
"204","عرض كاريثي بأتم معنى الكلمة","2022-04-03T10:33:00Z","0","1"
"205","المدير تاع موبيليس ماشكيتش يمشي بموبيليس العب على روحك","2022-04-02T17:15:00Z","0","1"
"206","موبيليس القنطة 🤏 كان جاتت PUS","2022-04-02T10:27:00Z","0","1"
"207","تعيو 🥱🥱","2022-04-02T13:25:00Z","0","1"
"208","غالية جدا","2022-04-02T11:55:00Z","0","1"
"209","كل ما تهوا تلقى في سما
ماتعرفوش تجيبو زوج كلمات بنفس القافية !
الهوا تجي مع الشوا مثلا","2022-04-02T11:46:00Z","6","1"
"210","درتو و ندمت كفاش نرجع تلفون كيما كان من قبل","2022-04-02T11:47:00Z","0","1"
"211","قييييو السلحفاه","2022-04-02T14:17:00Z","0","1"
"212","شبكة عيانة","2022-04-02T09:45:00Z","0","1"
"213","هل هناك عروض رمضانية قادمة أم لا ؟","2022-04-02T09:47:00Z","0","0"
"214","ريزو  kaka💩💩💩💩💩💩
اسوء متعامل في العالم","2022-04-03T11:37:00Z","0","1"
"215","probleme ta3kom c que makanch el réseau","2022-04-03T12:09:00Z","0","1"
"216","اسوء عرض لي جيڨا يفروو وحداهم يخلاصو ديراكت
وبالمناسبة حبيت نسقسيكم كيفاش نعاود نرجع ل pixx!","2022-04-02T12:07:00Z","0","1"
"217","awdi sabh w gol tafrat ana tani tnhchatli ma t9drch trj3ha kima kant w ga3 w lokn troh tchri pus jdida y3tolk sama 😭","2022-04-02T12:20:00Z","2","1"
"218","Wow 90 gigas wonderful croyez moi j'ai la win et depuis toujours pour 1000 da j'ai 13 g pour un mois à la fin du mois je vous renvoie 12 gigas c'est pas que je l'utilise pas mais c'est la médiocrité de votre réseau non seulement mobile mais internet aussi. On réclame on change d'opérateur c'est toujours la même chose donc on finit par se faire a idée que tout est médiocre à l'image de ce pays.","2022-04-02T10:58:00Z","3","2"
"219","عرض فاشل يستهلك الإنترنيت بشكل رهيب
سرقة عيني عينك","2022-04-02T18:00:00Z","0","1"
"220","من اكبر الحشوات هاذي سما لي عندو بيكس غي يشد فيها","2022-04-02T15:44:00Z","0","1"
"221","كاين تخفضات في هذاا رمضان","2022-04-02T09:28:00Z","0","0"
"222","لا أملك نقود ممكن تعملو مسابقة سحب على العرض وشكرا","2022-04-02T09:02:00Z","1","0"
"223","موبليس الأسوء فالعرض sama والأسوء فالشبكة","2022-04-02T15:20:00Z","0","1"
"224","الناس تحوس على عروض 1000دج تكون فيها كمية بيرة ماتهدرليش على 2000 ناس متفليكسيش هذ المبلغ جامي"," 2022-04-02T10:42:00Z","3","1"
"225","العرض المقبول هو تاع سما مكس 1500 يعطيلك 30 جيغا و 3000 دج لكل شبكات وغير محدود مع موبيليس"," 2022-04-03T05:47:00Z","0","2"
"226","هل ممكن نحول شريحة lawin الي هاذا عرض سما"," 2022-04-03T09:03:00Z","0","0"
"227","مشروع فاشل"," 2022-04-03T10:43:00Z","0","1"
"228","للأسف الشديد حتى لو كانت 1000جيقا بقيمة 100دج ما الفائدة ونحن نعاني من الخدمات ولاكوناكسيو تحت الصفر، حسنوا الخدمات ومن بعد العروض مواطن من ولاية سكيكدة دائرة عزابة"," 2022-04-03T14:26:00Z","0","1"
"229","كل ما يسرقوك تلقاها في سما هذا العرض تع سرقة"," 2022-04-02T15:36:00Z","0","1"
"230","مكانش كيفاش نرجع عرض بيكس ماشي قاع افار ساما هاذي 30ڨ في 15 يوم لايف فانستا راحتلي 3g سيريو"," 2022-04-04T15:27:00Z","0","1"
"231","كفاش نديزاكتيفي sema"," 2022-04-04T14:50:00Z","0","1"
"232","والله يا موبليس عدت تعيف شريكة تعكم"," 2022-04-03T12:07:00Z","0","1"
"233","اسوء متعامل هوما نتوما"," 2022-04-03T03:03:00Z","0","1"
"234","نحلولنا هاد العرض يرحم باباكم"," 2022-04-03T06:07:00Z","0","1"
"235","Réseau instable et connexion très mauvaise !!, veuillez résoudre le problème de votre réseau après on va parlé sur les offres et les promotions"," 2022-04-02T23:50:00Z","2","1"
"236","وين راهي عروض رمضان المضاعفة","2022-04-02T20:15:00Z","0","0"
"237","Kch promo ramadan wla rein 🤏😅","2022-04-02T09:02:00Z","2","0"
"238","Quand il y aura le réseau nchalah 😑😑😑","2022-04-02T20:37:00Z","0","1"
"239","مزال ملحقناش هذا العرض زعما فى رايكم امليح اشويا 😕","2022-04-03T07:38:00Z","0","0"
"240","Mauvaise connexion à l'est de m'sila est son environnements.....🤮","2022-04-03T08:30:00Z","0","1"
"241","Le pire des des réseaux","2022-04-02T09:03:00Z","0","1"
"242","في عرض سما نت الهدرة مع موبيليس غير محدودة","2022-04-02T09:13:00Z","0","2"
"243","عرض ممتاز","2022-04-02T10:29:00Z","0","2"
"244","والله العظيم شكر على العروض احسن شريحة موبليس في العالم هك نبغوكما 🥰😍😍","2022-04-02T09:27:00Z","0","2"
"245","راني نقارع برومو رمضان فيها ولا ما فيهاش","2022-04-02T09:04:00Z","0","0"
"246","ياودي انترنت راهي مكانش طول مقارنة بجازي واوريدو في تقرت","2022-04-02T10:17:00Z","1","1"
"247","عرض مليح و انترنت مليحة، تعلمت حاجة ما نسمع لحتى واحد نجرب بروحي و في وقت الذروة كونيكسيون مليحة عندي مقارنة بالمتعامل الثاني لي عندي","2022-04-02T11:08:00Z","0","2"
"248","اكبر حشوة هي سما المهم السمانة الاولى يطيرولك بالانترنات نصيحة لا تشتروها فيها سرقة كبيرة او عرض تافه اكبر عملية نصب على الزبائن لوكان جات الدنيا دنيا والله غير العدالة تاكلهم","2022-04-02T10:27:00Z","4","1"
"249","لالا في السما صح وزيد خدمات في اسفل السافلين","2022-04-02T11:00:00Z","0","1"
"250","هاد العرض غير في رمضان باش ماتصوم ماتصلي سما شيطان قالهم راني رايح في رمضان ونتوما تهالو كملو خدمتي","2022-04-02T11:45:00Z","0","1"
"251","أكبر حشوة للقضاء على بيكس وتوب 4ج","2022-04-02T09:24:00Z","2","1"
"252","ماذا عن شريحة وين ليبر 65 تنتهي الانترنت بانتهاء الجيقات","2022-04-02T10:21:00Z","0","0"
"253","رمضان رمضان واحد صايم غير ما تخلطوش فينا","2022-04-02T09:25:00Z","0","11"
"254","و مافائدة انكم تعطون 100 جيغا مجانا والاتصال بالشبكة معدوم","2022-04-02T11:46:00Z","0","1"
"255","عرض غالي جدا و فاشل صبيب الانترنيت لا يتعدى نصف ميڨا و الشبكة معدومة و ضعيفة و كيلكم ربي 😡😡🤬","2022-04-02T09:05:00Z","0","1"
"256","مافائدة 90 جيجا و الشبكة ضعيفة","2022-04-02T09:11:00Z","2","1"
"257","يا ناس هذه الغروض لا يتجاوز صبيب الانترنيت فيها أقصى من نصف ميڨا 0.55 ميڨا 😢😢😢😡 انصحكم بمقاطعته","2022-04-03T09:07:00Z","0","1"
"258","الله لا تربحكم يا السراقين ديرولنا حل نرجعو لعرض بيكس
الا مكانش الواحد يبدل المتعامل","2022-04-02T17:56:00Z","0","1"
"259","عرض فاشل","2022-04-03T13:48:00Z","0","1"
"260","مزالكم تسرقو خمسعلافات ول","2022-04-02T09:14:00Z","2","1"
"261","ديرونا حاجة تاع خمسين الف ولا اقل رانا مشومرين","2022-04-02T09:47:00Z","0","0"
"262","سكمو الانثرنث تاعكم امبعد ساهل 😏😏","2022-04-02T09:14:00Z","0","1"
"263","اخمج متعامل الهاتف في بلاد سكوبي, سرقة موصوفة","2022-04-02T22:12:00Z","0","1"
"264","كونكسيون تاعكم صفر على ربعين.","2022-04-03T12:34:00Z","1","1"
"265","فيس مجاني بعد انتهاء ال90 جيجا يعني استغباء لناس المتسرعة","2022-04-02T10:26:00Z","1","1"
"266","عرض خاص بالسرقة المقننة","2022-04-02T09:23:00Z","0","1"
"267","Réseau khorda","2022-04-2T10:31:00Z","0","1"
"268","اكتيفاسيو تع 1000دج خير 13جيغا منيش نخسرهم غير للواتساب اما الفايسبوك مجاني وكنكسيو الحمدلله تمشيلي مليحة","2022-04-3T03:34:00Z","0","2"
"269","شكرآ موبيليس🙂","2022-04-5T08:32:00Z","1","2"
"270","شكرا موبيليس هاذا عرض سما نت تاع 1500 دج راه موالمني راني نتفرج بيه كامل افلامي ونلعب بيه اونلين صح رمضانكم","2022-04-5T02:49:00Z","1","2"
"271","Une connexion catastrophique depuis 14h 👿","2022-04-4T21:20:00Z","0","1"
"272","عرض جيد جدا جدا","2022-04-5T12:29:00Z","0","2"
"273","نخلصو كل شهر لالين والكونكسيو مكانش خلاص","2022-04-5T09:26:00Z","0","1"
"274","كيف انزع عرض سما","2022-04-5T08:30:00Z","0","0"
"275","ك ناكتيفي pixx 1000 في رمضان شحال تمدو جيغا","2022-04-4T22:28:00Z","0","0"
"276","شريت شريحة موبيلس نتاع ست اشهر بصح مكانش خلاص مانقدرش نتفرج فاليويتوب ولا فايس بوك لماذا 🤔","2022-04-5T09:31:00Z","1","1"
"277","كونيكسيو عندي 3 ايام ملي درتها و راحت","2022-04-5T16:17:00Z","0","1"
"278","2022و ماكاش تافيشي 4gو نزيد نشري بيس سڨمونا كونيكسيو خليكم من قوادة","2022-04-5T15:21:00Z","0","1"
"279","ولاوين كونترول أين عروضهم ؟","2022-04-4T22:28:00Z","0","0"
"280","ريڨلو الرزيو مالكم","2022-04-5T21:05:00Z","0","1"
"281","لا سما ولا هم يحزنون سقموا كونكسيون تاعكم يهديكم ربي مع رمضان هذا","2022-04-5T14:30:00Z","0","1"
"282","نتمنا عروض أفضل!","2022-04-T21:24:00Z","1","1"
"283","وش فايدة هذا العرض والريزو زيرو؟","2022-04-4T21:47:00Z","0","1"
"284","عندي خلل في المنطقة لي ساكن فيها
تدفق 4G و3G ضعيف جدا","2022-04-4T21:54:00Z","0","1"
"285","تحسن ملحوظ فالعروض","2022-04-4T23:02:00Z","0","2"
"286","الانترنت ضعيفة جدا","2022-04-4T21:18:00Z","0","1"
"287","لازم التركيز يكون على الميزات الأكثر أهمية كتحسين جودة الأنترنت في المناطق القليلة التغطية","2022-04-5T09:44:00Z","0","1"
"288","يجب تفعيل خدمة الرجوع من عرض سما الى بيكس","2022-04-4T15:08:00Z","4","0"
"289","كيفه نحكي نغمتي","2022-04-5T08:25:00Z","0","0"
"290","كيفاش نعرف الرقم السري تاع الفليكسي","2022-04-4T16:15:00Z","0","0"
"291","ولله فلكست 100تلف عطوني 30 عاود قلولي بلي عطوني 13🥺 وراني جيت لي خاص جوبني🥺","2022-04-4T15:57:00Z","0","1"
"292","لي كانت عندهم 20 ميقا طلعت 50 ؟؟","2022-04-5T01:50:00Z","0","0"
"293","ديرولنا الانترنت و ساهلة","2022-04-4T20:07:00Z","0","1"
"294","وشمن تطلع ريقولنا تدفق لي رانا مخلصينو ومن بعد ساهل","2022-04-4T19:59:00Z","2","1"
"295","واش يلزم باش نطلع débit من 10الى 15 ميڨا","2022-04-4T20:46:00Z","0","0"
"296","وعلاه حنا مخلصين 20 ميغا وتوصلني غير 13 ميغا","2022-04-4T19:53:00Z","2","1"
"297","ولا كونيكسيو لي راهي تروح؟؟ 🙂🙄","2022-04-5T12:41:00Z","0","1"
"298","لقد وقعنا في الفخ","2022-04-5T16:39:00Z","0","1"
"299","قالك كي ترفع التدفق يزيدولك 1000","2022-04-4T19:54:00Z","0","2"
"300","ديرولنا عروض افضل","2022-04-4T19:59:00Z","6","1"
"301","بيكسس افضل عرض","2022-04-7T11:32:00Z","3","2"
"302","ريلقو الريزو","2022-04-7T11:32:00Z","0","1"
"303","الله يعطيكم الصحة وشكرا بعد التدبدب اصبحت ولاية بشار احسن تغطية بتدفق عالي شكرا موبليس","2022-04-9T15:06:00Z","1","2"
"304","ديرولنا حل باش نرجعوا لبيكس pix علاه منقدروش نرجعوا للعرض الاولي علاه ملزمين نبقاو في سما","2022-04-09T17:23:00Z","7","1"
"305","وش نديرو ب 90 جيغا؟ و ما جي تخرجلك تصويرة ولا فيديو حتى طفي و تشعل كاش 4 خطرات ","2022-04-09T15:02:00Z","11","1"
"306","ههه 90 جيڨا شكرا موبيليس ملي شريتك ولا واحد ما يحكمني نهار كامل وانا مفورصي 4G","2022-04-09T15:04:00Z","15","1"
"307","حسنو الشبكة تاعكم وامبعد اهدرو على العروض","2022-04-09T15:25:00Z","3","1"
"308","افضل عرض","2022-04-09T18:06:00Z","0","2"
"309","مالفائدة من العروض مدام التغطية جد ضعيفة مقارنة بالشبكات الأخرى","2022-0409T15:20:00Z","1","1"
"310","افضل لهذا العام هو same من mobiles","2022-04-10T01:04:00Z","1","2"
"311","الله لا تربحكم لي جيقا فضولي غي سمانة 😏😏","2022-04-12T20:36:00Z","1","1"
"312","يهديكم ربي ريڨلو لكونكسيو راهي ماتمشي والو لجيڨاا ماعندنا منديرو بيهم 😡😡","2022-04-09T18:05:00Z","1","1"
"313","الانترنت عيانة ولات في سمانة خلاصت سمحولي رجعولنا لقديمة هادي عيانة","2022-04-09T22:12:00Z","1","1"
"314","انترنت 👎👎","2022-04-10T06:48:00Z","0","1"
"315","بصح الانترنت ضعيفة","2022-04-09T16:43:00Z","0","1"
"316","يلحق الليل تولي تزحف سرعة الانترنت تاعكم....","2022-04-09T22:07:00Z","0","1"
"317","اسوأ أنترنت هي موبيليس وشكرا على كذبكم","2022-04-12T04:16:00Z","0","1"
"318","الشبكة تقريبا منعدمة في بلدية عين السخونة ولاية سعيدة 3 سنوات ونحن نتواصل معكم عبر وكالاتكم ولا جديد للذكر","2022-04-09T16:47:00Z","0","1"
"319","ائع العرض جدا✨😍👍😘","2022-04-10T11:32:00Z","1","2"
"320","ريقلو ريزو والحال ساهل","2022-04-09T15:13:00Z","0","1"
"321","سڨمو ريزو تاعكم بركاونا متمسخير","2022-04-09T15:00:00Z","3","1"
"322","هك مليح اخيرا فهمتونا","2022-04-10T14:38:00Z","1","2"
"323","حسنوا تدفق الإنترنت اولا ومن ثم تكلموا عن الخدمات","2022-04-09T18:57:00Z","0","1"
"324","Bghyt nsa9sikom 3lah cnx raha n9sa fiha wlh hbltoni min raj3tha sama krahtoli hyti","2022-04-09T15:01:00Z","1","1"
"325"," الإنترنت بطيئ","2022-04-10T19:03:00Z","0","1"
"326","والله عيينا ياموبليس كونكسيون ثقيلة دراهمنا راحت باطل حسنو لينا الانترنت","2022-04-09T22:48:00Z","0","1"
"327","موبيليس وكل يكونكتي ..❤️❤️","2022-04-09T22:27:00Z","0","2"
"328","اروع عرض على الاطلاق","2022-04-10T11:24:00Z","1","2"
"329","حياتي كاملة متخلاصش 90 جيغا بصح التغطية 00","2022-04-9T20:04:00Z","0","1"
"330","يعطيكم صحة شكرا","2022-04-09T15:02:00Z","0","2"
"331","موبليس أول شركة سارقة وكاذبة في الجزائر","2022-04-11T13:23:00Z","0","1"
"332","الله يحفظكم عرض جد ممتاز عن تجربة شخصية","2022-04-09T15:26:00Z","0","2"
"333","سڨمو ريزو تاعكم بركاونا متمسخير","2022-04-09T15:03:00Z","0","1"
"334","ديرو حل للكونيكسيو نتاعكم 60 ولاية كامل تعاني ولا حبسو جدها كامل","2022-04-11T03:35:00Z","0","1"
"335","ريقلونا الكونكسيو اودي","2022-04-11T00:47:00Z","0","1"
"336","سرعونا⁦✈️⁩⁦🛩️⁩ شويا الأنترنت⁦♟️⁩راهي ثقيلة 🙃🐢🐢🐢","2022-04-11T01:36:00Z","0","1"
"337","الانترنت ضعيفة منعدمة","2022-04-11T03:06:00Z","2","1"
"338","تحيا موبيليس pixx 😊😊😍🌹
Sama غي شكلة","2022-04-11T10:38:00Z","2","2"
"339","الانترنات بطيئة عصر حجري","2022-04-12T04:34:00Z","0","1"
"340","يا ودي عرض سيما ماعجبنيش انترنات تخلاص ليه ليه ادا بغيتو ربي ردوهالي بيكس ماحبتش توالي وندمت لا رديتها سيما","2022-04-11T00:42:00Z","1","1"
"341","ريڨلونا الكوناكسيو يهديكم ربي","2022-04-11T02:02:00Z","0","1"
"342","ريزو حالة الله يهديكم يا موبليس","2022-04-11T15:47:00Z","0","1"
"343","زعما متقدروش التزودولنا انترنت في لبلاد راه من عدمة","2022-04-11T02:43:00Z","0","1"
"344","مشكل التغطية بشبكة الهاتف النقال موبيليس وكذا الأنترنات ببلدة الزوالية بلدية سيدي عمران دائرة جامعة ولاية المغير رغم العديد من المراسلات.","2022-04-13T20:43:00Z","1","1"
"345","ل شهرين تبعثولي ميساج باش تحبسولي لابيس المشكل هنا مكانش ريزو موبيليس في زموري دايما الاشارة مشطبة تع موبيليس ديرو انتان هنا الماتريال ديالكم راه هنا عندنا في الغابة من ذاك العام ماسطليتوهش وتحوسو تكوبولي لابيس","2022-04-13T10:02:00Z","0","1"
"346","ياهند كونكسيو عندي ثقيلة لبارح وين أكتفيت بصح مكان والو","2022-04-11T12:46:00Z","3","1"
"347","أعطينا حقنا في التدفق، راني نخلص من دون استفادة من الأنترنت","2022-04-12T14:40:00Z","0","1"
"348","ههههه ياو الريزو و معدناش احوجي طاح لنتيل من الريح من قبل رمضان ولضرك رانا بلاش","2022-04-12T15:43:00Z","0","1"
"349","عندنا مشكل في زلفانة
لا توجد تغطية منذ حوالي أسبوعين","2022-04-11T17:07:00Z","0","2"
"350","شكرا  موبيليس  فووور  🌹","2022-04-11T12:35:00Z","0","1"
"351","رڨلو ريزو من بعد ساهل","2022-04-11T11:55:00Z","2","1"
"352","على ريزوكم الزين","2022-04-11T12:05:00Z","0","1"
"353","ريقلو ريزو برك","2022-04-11T13:04:00Z","0","1"
"354","ممكن تحسين الشبكة
راهي متصلحش طول","2022-04-11T13:29:00Z","0","1"
"355","كونيكسيون راها ثقيلة ف الارهاط","2022-04-11T22:04:00Z","0","1"
"356","يا زحي هلكتونا كل ما نفليكسي يسرقولي نصها","2022-04-16T00:14:00Z","0","1"
"357","جربتها ومدولي2جيغا","2022-04-11T11:54:00Z","1","2"
"358","أحسن شريحة في الجزائر","2022-04-12T06:43:00Z","1","2"
"359","ريقلو ريزو تاعكم مبعد ديرو عروض 😡","2022-04-12T11:30:00Z","2","1"
"360","كونيكسيو عيانة","2022-04-11T12:18:00Z","1","1"
"361","Sama, Solde 25,01DA,Sama Mix 1000 9Mo valable au 06/05/2022, Bonus 1.980,00DA valable au 06/05/2022
سمانة تخلاص 😱 كاريثة","2022-04-12T14:27:00Z","4","0"
"362","ديرولينا حل جيغا راه تهرب بالخف","2022-04-11T16:05:00Z","1","1"
"363","نشكركم على المعاملة ولكن عندي مشكل فيما يخص اشتراك لاوين كونترول
حاليا انا بدون انترنت واعادة التعبئة تكون في 24 من شهر أفريل اريد حلا
وليكن في علمكم ان 13 جيڤا تخلاص بسرعة
اريد من سيادتكم ان تضاعفو لنا كمية الأنترنت للاستفادة أكثر وزرع المحبة وتعزيز الثقة","2022-04-11T23:38:00Z","1","1"
"364","الله يهديكم ليجيغا راه يروحو بلخف خافو ربي","2022-04-13T11:23:00Z","1","1"
"365","رانا نعانوا مع هاذ الانترنت والله مكان التدفق والمشكل نسكن قدام العمود تع الريزو يعني المشكل من عندكم 🥲🥲🥲🥲","2022-04-12T03:57:00Z","1","1"
"366","لماذا لا توفرون عرض 1500دج في بيكس
لماذا ترغمون الزبائن للتحويل بطريقة غير مباشرة
من بعد تقل استحالة العودة الى العرض السابق
لماذا كل هذا الشجع
هذا ان دل دل على طمعكم وجشعكم لنهب جيب الزبون
نورمالمو الزبون عندو حرية التنقل بين العروض وغي ديرو عليهم رسم اسيدي خلونا حرية تنقل عبر العروض
والا سوف اقوم بجمع استمارات واشكوكم الى سلطة الضبط","2022-04-15T04:16:00Z","1","0"
"367","شكرا على هذه الخدمة والريزوا مليح مفيه حتى مشكل","2022-04-11T22:14:00Z","1","2"
"368","موبليس مليحة","2022-04-11T15:10:00Z","0","2"
"369","شكرا","2022-04-11T15:20:00Z","1","2"
"370","عدنا ريزو يروح العصر ويرجع مع الفجر ربي يهديكم ياك نخلصو علاه ديرونا هاك وزيد على ذالك متصفح ما يمشي Netflix ما يمشي وبزاف ابليكاسيو ما يمشوش علاه هذا المنكر ربي يهديكم","2022-04-13T06:18:00Z","0","1"
"371","احسن شريحة موبليس 🔥👏","2022-04-11T15:07:00Z","0","2"
"372","اووو ريڨلووو ريزو يرحم والديكم لواحد أو صائم رايحين تفطروه","2022-04-12T17:34:00Z","0","1"
"373","عرض هايل أنا الإنترنت خلاصتلي في شهر سوواسوا","2022-04-12T04:47:00Z","1","2"
"374","وانا ماكتيفي. علاش هذ التقطعات في النت","2022-04-12T14:45:00Z","0","1"
"375","غي ريقلونا ريزو برك","2022-04-13T00:02:00Z","0","1"
"376","هل ريقولنا الريزو ومبعد","2022-04-11T22:50:00Z","0","1"
"377","مليح","2022-04-11T23:25:00Z","0","2"
"378","50جيغا و ماتكملش شهر ندير عليكم يليق مليون و ياربي و كونيكسيو مرض تقول رانا نطلبو عليكم طورو رواحكم شويا 3G وماراهيش فل مستوى مابالك 4G","2022-04-14T17:30:00Z","0","1"
"379","راو اليرزو رايح تاع الانترنت من اسبوع","2022-04-11T15:58:00Z","0","1"
"380","عرض جيد جدا جدا ","2022-04-11T15:54:00Z","0","2"
"381","موبيليس نتوما فووور ","2022-04-13T00:48:00Z","0","2"
"382","😒😒😤قوي كونيكسيو","2022-04-12T16:51:00Z","0","1"
"383","شكرا لكم بالتوفيق ان شاء الله","2022-04-12T15:22:00Z","0","2"
"384","لوكان ريقلتو كونكسيو ماشي خير يوم ما تبقاو وحدكم في حقيقة انا ومشتركي راعي رسمي للمنتخب خدامات جد ضعيفة","2022-04-13T09:54:00Z","0","1"
"385","علاه راكم تسرقو فهموني","2022-04-15T21:01:00Z","0","1"
"386","علاش الكونكسيون رجعت تخلاص تم تم 🤔","2022-04-13T18:48:00Z","2","1"
"387","تاكتيفيها من تخلاص من ما فهمنا والو","2022-04-14T02:28:00Z","2","1"
"388","رجعولنا pixxسما انترنت تاعها ثقيلة وتخلص بي الخف وفوق هذا نعمل كود تاع رونفوا ميلحقش ميساج","2022-04-15T21:14:00Z","0","1"
"389","اكبر خطأ نزعتم المكالمات المجانية مع موبيليس في عرض الانترنت، كل المتعاملين يشجعون الاتصال مع شريحتهم الا موبيليس وقعت في هذا الخطأ","2022-04-16T01:12:00Z","0","1"
"390","يا موبيليس اي الكنسيو تروح من ورا 7 تاع العشية يبقى يمشي غير الفيسبوك . ديرولنا حل رانا كرهنا","2022-04-13T21:52:00Z","0","1"
"391","لا تغطية لا شبكة بوغزول المدية","2022-04-13T21:48:00Z","0","1"
"392","ريكلو الريزو والكونيكسيو تاعكم. راكم كرهتولنا حياتنا","2022-04-14T00:11:00Z","0","1"
"393","علاش مكانش كونيكسيو 😡","2022-04-13T18:57:00Z","0","1"
"394","غير ديرو تدفق عالي كيما الناس و مبعد احكيو على العروض 😏😏","2022-04-13T18:02:00Z","0","1"
"395","في هذه للحظة قمت بتفعيل شريحة سيم سما مباشرة دون تحويل الشريحة القديمة بيكس الثمن 40 الف بها 10 الاف هدية الان عندي 30 جيقا بدل 13 في بيكس با 100 الف شكرا موبيليس","2022-04-13T22:54:00Z","0","2"
"396","والله تقريب من 10 تع الليل حتى لتقريب 8 صباح وانا نتفرج في اليوتيوب نقصتلي غير 1 ونص جيق","2022-04-15T22:45:00Z","0","2"
"397","عندي عرض Sama net 1000فديو (فايسبوك مجاني) ماراهش يتمشى","2022-04-13T18:18:00Z","0","1"
"398","شكرا","2022-04-13T06:25:00Z","0","2"
"399","ريڨلونا الكونيكسيو تاع المودام ومبعد اهدروا","2022-04-15T23:41:00Z","0","1"
"400","ياو رجعونا العرض الأول ولا أعطونا حرية الإختيار بين العرضين","2022-04-14T15:40:00Z","2","1"
"401","مديريش عرض سما درتو و ندمت 🤬🤬","2022-04-15T15:32:00Z","0","1"
"402","تحيا لابيس موبيليس توب 4G","2022-04-15T15:12:00Z","0","2"
"403","مليحة سما","2022-04-15T15:14:00Z","0","2"
"404","ديرها منا تخلاص من","2022-04-14T15:06:00Z","2","1"
"405","هدرة قليلة","2022-04-14T23:28:00Z","1","1"
"406","الله لا تربحكم اكتيفيت نتاع 100الف انترنت سما نورمامو تكمل في 30يوم كملت في 12يوم ههههه","2022-04-14T23:45:00Z","3","1"
"407","العرض سما لي عيان","2022-04-16T02:04:00Z","1","1"
"408","ياكنيكسيو ناقص ياالهظرة قليلة والله كرهنا منكم 😠","2022-04-15T21:55:00Z","0","1"
"409","خيان دترها 10 ايام كملت ما درت بيها ووالو عادا فيس تكمل بلخف","2022-04-15T20:41:00Z","0","1"
"410","بصح في 10 أيام تخلاص الكونكسيو و المشكل الفايسبوك هو لي ياكلها","2022-04-15T13:31:00Z","0","1"
"411","سرعة الانترنت عندي في وسط مدينة قسنطينة لا تتجاوز 1 méga تقيلا جدا
وراني بدلت الاعدادات كما قلتو كيف كيف","2022-04-15T19:01:00Z","0","1"
"412","اودي ريقلونا كونكسيو عندها سمانة مكاش قاع 🙄🙄","2022-04-14T22:30:00Z","0","1"
"413","تخدم دقيقة تروحلك 2 جيغا","2022-04-14T15:12:00Z","0","1"
"414","بصح ريزو فيها ثقيل ماشي كيما pixx","2022-04-14T15:11:00Z","1","1"
"415","هناك خلال كبير في تدفق الأنترنات","2022-04-14T18:19:00Z","0","1"
"416","والله اكبر فخ هذي شريحة سما سرقة ديراكت","2022-04-15T20:02:00Z","0","1"
"417","الريزو عندو 4/5 ايام ثقيل","2022-04-15T01:54:00Z","0","1"
"418","4G marahich kayna segmouha rahi tetla3 ghi 3G w t9ila en plus 😑","2022-04-15T21:27:00Z","0","1"
"419","الله لا تربحكم","2022-04-15T17:57:00Z","0","1"
"420","60 جيڨا تروح لك في 15 يوم","2022-04-14T15:35:00Z","4","1"
"421","ريزو ناقص🤣","2022-04-15T12:29:00Z","0","1"
"422","عرض جيد👍👍👍♥♥","2022-04-14T17:14:00Z","0","2"
"423","وكونيكتي شعر 🙄","2022-04-16T04:20:00Z","0","1"
"424","ريزو مكانش اكثر من 4سنوات ونحن على هذه الحال","2022-04-15T11:06:00Z","0","1"
"425","وش لي تهواه رانا اكثفينا عرض سماميكس100الف كي خلاصو 15Go مقدرتش نكونكثي فيس ومسنجر ياك قلتو ايليميثي 😵‍💫😵‍💫😵‍💫 ها حلولي مشكل تعي ولا نكسر puc","2022-04-14T20:13:00Z","1","1"
"426","و حنا جماعة لاوين حاقرنا
عرض 13 جيجا بسعر 130 الف
😡😡😡😡","2022-04-15T21:06:00Z","0","1"
"427","60Go trou7 f 15 jour 😏","2022-04-14T18:23:00Z","0","1"
"428","سقمولنا الكونكسيون خاصة 3g","2022-04-14T16:42:00Z","0","1"
"429","الانترنت تخلاص بالخف 😔","2022-04-14T15:25:00Z","0","1"
"430"," تعطونا60go صحا مليها","2022-04-14T15:36:00Z","0","2"
