text,label,label_raw,source_dataset,emoji_flag
حولت البيس تاعي من بيكس ل سما كيفاش نردها كيما كانت بيكس,1,0.0,dataset_2,0
ما هذا,0,0.0,dataset_3,0
الخدمة تاعكم رائعة 👍,2,2.0,augmented,1
صاحبي مداري تجيب غير جديد نتا جبت فيديو قديم,0,0.0,dataset_3,0
.dz merci à merci à vous on aimerait que ça soit opérationnel 🙂,2,1.0,augmented,0
تقعد بينا ب لي جيقا مكانش تحوس بلا ياخي تمصخير..نحوسو كونكسيو مليحة بلجيقا قبل فيديو هذا زيرو,1,1.0,dataset_3,0
كثرتوا في خوف الله..شبكتكم ضعيفة ان لم اقل منعدمة في سيدي الجيلالي بجنوب تلمسان رواحوا هزوا حدايدكم..الريزوا لي يروح مع الكهرباء كي تنقطع معندنا ما نديروا بيه..الكنكسيو ميتة,0,1.0,dataset_2,0
جيزي حانفليكسي إن شاء الله ماتدوهمش كيما المرة لي فاتت Sinon نتقابلو عند ربي ولن أغفر,0,-1.0,dataset_1,0
لا يمكنك التغيير من الدفع البعدي للدفع المسبق,1,0.0,dataset_1,0
😍😍 هه ريح عاقل كليتنا بالراب هه,2,1.0,dataset_1,1
عندي مشكل,0,-1.0,dataset_1,0
صح oredoo switch اذا متخلصش تتحاكم فل محكمة اتمنة الرد السريع 😓😓😣,1,1.0,dataset_3,0
J&#39;aime pas !,1,1.0,dataset_3,0
اجماعة تخيلو بلي رانا في ل مريكان وفايتين علا جماعة تلقهم يحكيو على لكونيكسيون يعني هذا موضوع في 2022 أاا نرحل ل لمريخ,1,1.0,dataset_3,0
يا حبيبي جيزي كل ما تهدر عليها نتا نروح ل30 سبيد تاست تطلعلي نورمال ابلاود 8 و داولاود 20 و مرات حتى ندير,2,2.0,augmented,0
وهل العرض تاع سويتش 1500دج فيه الbonus ولا لالا خويا؟,0,0.0,dataset_3,0
تقدر تسترجعها حبيبي ادا تبحرتلك ترجعلك top 4g عادي انا جربتها,0,0.0,dataset_3,0
ختي مانيش نقدر نشعل لي دوني تاع جيزي ،وراني ماكتيفيا,1,0.0,dataset_1,0
قمت بتحديث التطبيق ولم أتحصل على أي شيء,1,0.0,dataset_1,0
👏,2,1.0,dataset_1,0
كنت معدي من لقيتك تحكي على موبيليس و مميزاتها خلعتني حسابلي تفلكسي بعشرة يعطولك خمسين جيقا انترنات يا اخي كلحتني تفرجت عليك,0,0.0,dataset_3,0
الانترنت تروح ليه ليه,1,1.0,dataset_3,0
اخي جيزي هبال تاني فيها ليميطاسيون,1,1.0,dataset_3,0
عندي لاسويتش عرض150حاب نخرج شريحة ثانية خاصة بنت نتاع 50الف وشحال نولي نفليكسي للشهر هل 150 او 200,0,0.0,dataset_3,0
الانترنت واش بيها هذو ليامات رانا نخلصو بدراهمنا ومكان والو ؟؟,0,-1.0,dataset_1,0
الخدمة تاعكم رائعة بصح,2,2.0,augmented,0
مليح بزاف والله نوصي بيه,2,2.0,augmented,0
موبيليس تاع الزواولة يعطيهم الصحة. اما التدفق الي السرعة يشري سيارة ويروح ببها لكاش منطقة ويكنكتي .,2,2.0,dataset_3,0
انا بيس تاعي جديدا مقدرتش نديرها top 4g,0,0.0,dataset_3,0
اوريدو هو البطل في الجزائر,2,2.0,dataset_3,0
وقتى يفعلوو السرعة المنخفضة في موبليس,1,1.0,dataset_3,0
الخدمة تاعكم رائعة 💯,2,1.0,augmented,1
التغطية مكانش,0,-1.0,dataset_1,0
احسن عرض عندي خمس سنين بيها مانفيقش غير كي يخلص الشهر ندير بيها كلشش,2,2.0,dataset_3,0
Tamchli f téléphone Huawei ?,0,0.0,dataset_3,0
ياو ريڨلو كونيكسيون ولا ريبونديو على عزريني ماكمش دايرين فيا مزية اني نفليكسي بدراهمي احشمو شوي راكم تاكلو فالحرام,0,-1.0,dataset_1,0
أنا تاني نحي جد باباها,1,1.0,dataset_3,0
الله يهديكم رجعو لكونكسيو مالكم,0,1.0,dataset_2,0
"Timagini, ana habest djezzy l3am li fate, mach ge3 mliha. Kont ndir 80gb b 200da, mais download speed 200kbps 3la 6-12 te3 lil. Ghir f sba7 kamel jini 13mbps.<br>Doka rani b ooredoo connexion tiara, mabine 8-30mbps w f sbah 60-70, ana neskoun f kouba alger centre w rah ndir switch 2500 bach yjoni 120gb.<br>Li gamer w hab y3ich ghir ydir b ooredoo ma yeser9o les giga ma walo 😍😇",2,2.0,dataset_3,1
السلام عليكم اليوم اشؤيت مودام ساهلة بوكس زعما يقولو فيه 100 الف مكالمة مجانية و20 جيغا انترنت جربت نهدر بالهاتف الثابت بعد توصيله بالمودام جاتني رسالة رصيدكم غير كافي مع العلم اني اشتريته جديد لماذا ..اما بالنسبة لسرعة الانترنات 4جي بالرغم ان اشارة الشبكة قوية جدا الا انه الانترنات منعدمة او شبه منعدمة بعد السابعةمساءا انصحكم بالذهاب للنوم ..والله ندمت كي شيرتو 900الف بعدما كان 700الف,1,1.0,dataset_3,0
نعم شبكة جيزي سيئة جدا في العاصمة,1,1.0,dataset_3,0
Ooredoo ma3ndach Cox mliha awedi seraqin ma diruch maman f ooredoo 😤,1,1.0,dataset_3,0
جمعه خير,0,0.0,dataset_3,0
.cvctus wedh 9awdek nta nasma3 jalti wella cha3bi wella chkoupi. Nta wch 9awdek?? Addi 7kaytek w 9awed wasmek barka latatkhayel 3lina b les animes te3ek w kipoupek,0,-1.0,dataset_1,0
100 mknch ?,1,0.0,dataset_1,0
ياكنيكسيو ناقص ياالهظرة قليلة والله كرهنا منكم 😠,0,1.0,dataset_2,0
Djezzy مشكورين Djezzy مشكورين وبالتوفيق.,2,1.0,augmented,0
Navigi 4g تان,0,0.0,dataset_3,0
diroulna 20 go b 100 than 😑,0,-1.0,dataset_1,-1
هايل,2,1.0,dataset_1,0
اوريدو المتعامل السراق النصاب,1,1.0,dataset_3,0
Fantasy and rpg .ji_19 #7 .chouaib #yummy 🔥🔥,1,0.0,dataset_1,0
سڨمولنا غير الغيزو برك,1,1.0,dataset_3,0
زهرة توحشناك الى بغيتي زعمة 😪,0,-1.0,dataset_1,0
ههن اكبر شريكة سرقة هي اوريد,1,1.0,dataset_3,0
مرقري سرقتوني ومزال نتعامل معكم لاخطار انا مشي سراق,0,-1.0,dataset_1,0
خدعة في ساهلة بوكس تاع اوريدو,1,1.0,dataset_3,0
Ooredoo meliha,2,2.0,dataset_3,0
درت لابيس فل مودام 4gLte والو تقيلا نزيدو نستناو ونشوفو .,1,1.0,dataset_3,0
Avec ce bonus en peux pas appelé a l'international,1,0.0,dataset_1,0
أوريدو لاسويتش شيكورة لاسويتش شيكورة,2,2.0,augmented,0
الريزو عندو 4/5 ايام ثقيل,0,1.0,dataset_2,0
المجد و الخلود لشهداءنا الابرار-عاشت الجزائر حرة مستقلة يدا واحدة و موحدة دائما حكومة و شعبا و جيشا,1,0.0,dataset_1,0
look at this shit,1,0.0,dataset_1,0
نحن نحوسو كونكسيون مليحة الدراهم متهمش والي مش عايش في ليقروند فيل مكلاه يدير موبيليس باسكو مدعمين بيها غير الولايات الكبار جربتها عندي في تبسة فيديو 144ميمشيش نروح لعنابة سطيف قسنطينة يمشي حتى720p الله لاتربحهم,1,1.0,dataset_3,0
صحا رمضانكم ، techno les hommes,0,0.0,dataset_3,0
موبيليس إسم على مسمى هي الأسوء ماشي ماليوم، يغروك بالعروض والرخص…,1,1.0,dataset_3,0
انا بالنسبة ليا عروض الجيزي أحسن العروض لاني راني نفليكسي 1200dz يمدولي 30go و 2500dz هدرة نحو كل الشبكات وillimitées نحو جيزي <br>المشكلةغير فاليزو ساعات ينقص لوكان يتحسن الريزو مكاش كيما جيزي,2,2.0,dataset_3,0
عندي السويتش دون نحبسها و ندير العرض نتاع سما 150الف؟,0,0.0,dataset_3,0
ربحت سمارت فون ليوم وبعثتولي ميساج ! اذا كان ايريس ولا كوندور خليوه عندكم مع احتراماتي,1,0.0,dataset_1,0
نقطعوها باش تفيق,1,1.0,dataset_3,0
hani abounit💓💓,2,1.0,dataset_1,0
تحيا اريدو,2,2.0,dataset_3,0
لاوين موبليس شريتها ليوم لقيت فيها 15 g فقط علاش,0,0.0,dataset_3,0
مشكل في تدفق الأنترنيت كليتونا 🤬🤬,0,-1.0,dataset_1,0
كونكسيو تاع تتي,0,-1.0,dataset_1,0
لقد فزت بسمارت فون الأسبوع الماضي شحال نقعد باش نستلم الهدية اخت نسرين و لا زهرة كيف كيف,1,0.0,dataset_1,0
السرعة رديئة بعد اكتمال 600MG يعني تصبح 2G !! انا بالحميز بالعاصمة (زعمة) اريد الحل او اغير الشريحة مع العلم انا زبون مند 2003,0,-1.0,dataset_1,0
مليح بزاف  نوصي بيه,2,2.0,augmented,0
Mafhemtch tsema 500da nzidelha 600da yetsema 1100da ?,1,0.0,dataset_1,0
راه حرام عليكم هاد الشي اذا ماش قادرين على توفير خدمة انترنت محترمة وعلاش تخسرو فينا 1500 دينار الواحد نحاها من لحمو وعلاش المنكر هادا . ؟؟,0,-1.0,dataset_1,0
ما تبدلش سياسة اوريدو toujours تصرق كريدي انترنات,1,1.0,dataset_3,0
موبيليس والعذاب,1,1.0,dataset_3,0
حطونا هذا الاشهار في قناة #الهداف .. وياريت كل اشهرات جيزي تحطوها علي قناة #الهداف الرياضية راهم قتلونا ب اشهرات اوبي حبيبي,1,0.0,dataset_1,0
بالنسبة ليا اوريدوو ذا باست مأكيتيفي عرض نتااع YOOZ 30gb ب 150دقيقة كلش ب150 الفايس و اليوتيوب باطل,2,2.0,dataset_2,0
Conx zebala 👆,0,-1.0,dataset_1,0
احسن عروض روعة,2,2.0,dataset_3,0
قولنا على جرناصيو 5g وقتاش تدخل خدمتها,0,0.0,dataset_3,0
لا سما ولا هم يحزنون سقموا كونكسيون تاعكم يهديكم ربي مع رمضان هذا,0,1.0,dataset_2,0
والله غير عندك الحق سرقولي 200نلف وانا فلكسيت 200 واكتفيته وامبعد عطاوني 40جيقا ربي وكيلهم,1,1.0,dataset_3,0
😂😂 فقت بيها قبل انا ف يومين تروح خمسة جيغا هاديك ربعين جيڨا و مساعدتنيش تساعدني هاذي مشكيتش,0,-1.0,dataset_1,-1
السرارقة,0,-1.0,dataset_1,0
"جيزي راهي تنقطع على الساعة<a href="" مافهمناش علاش",1,1.0,dataset_3,0
واذا كانت عندك pix اصلية ماتقدرش تردها Top 4G ؟؟,0,0.0,dataset_3,0
تعلمي بلغتنا العربية الفصحى يا أختي ، ما هذه اللغة الهجينة التي تؤذي السامعين؟,1,0.0,dataset_1,0
.dz متوفر في كل ولايات,1,0.0,dataset_1,0
تسكن فالقرية؟,0,0.0,dataset_3,0
زعما صح 😢😤😤,0,0.0,dataset_3,0
إنقطاع شبه تام لشبكتكم في الحدود الغربية من مغنية و أرواح هاود و زيد دايرين عروض ها سيدي هاه,0,1.0,dataset_2,0
حنا عندنا مشكل تاع ريزو في دويرة و الشعب بارد و راضي,1,1.0,dataset_3,0
اصمط عروض قولي كيفاه راح يحطمو العروض الاخرى الشعب يريد انترناة وهدرة في نفس الوقت,1,1.0,dataset_3,0
Mzel??🥺,0,-1.0,dataset_1,0
كاش جديد عل top 4g من فضلك؟,0,0.0,dataset_3,0
ممكن رد على خاص,0,-1.0,dataset_1,0
مليح بزاف 💯 نوصي بيه,2,2.0,augmented,1
قوقل هه موقع الازرق,0,0.0,dataset_3,0
شكرا موبيليس,2,2.0,dataset_2,0
السلام هلا هاذا عرض مؤقت ام دائم وشكرا🤗🤗,1,0.0,dataset_1,0
يا جماعة عندي بيس جيزي شريتها جديدة متمشيش فيها 4g كيفاش نرجعها 4g,1,0.0,dataset_1,0
وقفتو. رقمي. القديم لماذا؟؟,1,0.0,dataset_1,0
ممكن تقولنا واشنو افضل شريحة لصانعي المحتوى من حيث الانترنت فيها بزاف لجيقا وماتخلاش بزاف,0,0.0,dataset_3,0
سرفيس مليح 😍 برافو,2,2.0,augmented,1
Djezzy راسلتكم في بريد الصفحة ولم يتم الرد 🤨,1,0.0,dataset_1,0
من فضلكم الغيولي اشتراك في كويز لي معندو حتى معنى معدتش نقدر نعبي رصيدي طول كل مرة تنحولي رصيد مع اني العين اشتراكي ومسحت التطبيق نهائيا والله بزاف اتصلت بكم لاوحياة لمن تنادي,1,0.0,dataset_1,0
L&#39;offre ada pour toujour wela période bark w yroh,0,0.0,dataset_3,0
"مع جازي، تمتّعوا بساعات و ساعات من المشاهدة 😍، قولولنا اما هي La série لي راكم تشوفو فيها هاد اليامات؟ 👀🍿 Avec DJEZZY, profitez pleinement de vos heures de visionnage 😍. Dites-nous quelle est votre série du moment? 👀🍿 #djezzy #dz #réseau #video",2,1.0,dataset_1,1
W ps4 kifah? ?,1,0.0,dataset_1,0
موبليس الريزو يمشي في تلمسان,2,2.0,augmented,0
ta3 700alf kayne mnha,0,0.0,dataset_3,0
انا عندي جيزي هيلة بزف وجيزي هبال الفيسبوك مهوش يمشي,1,1.0,dataset_3,0
._.grap وين غالي نتا وين قالو مياتلف تجيبلك ألف جوهرة. شوف يالحمار مياتلف تجيبلك خمسمية جوهرة و هاداك هو لبري ماغالي ماوالو. دك ماشي يجي طلاب كيما نتا و دبر عليهم وش يديرو. أشحن كيما نتا كيما ناس ولا قود,1,0.0,dataset_1,0
صلوا على النبي عليه افضل الصلاه والسلام,0,0.0,dataset_3,0
مسؤولين تاع جازي اختاروهم يخروضوا الناس العملاء بيهم ربحت جازي,0,-1.0,dataset_1,0
عندي مليحة,2,1.0,dataset_1,0
Mdr,1,0.0,dataset_1,0
باينة معوليين على التحايل والسرقة 😑,1,1.0,dataset_3,-1
يناعل راصة تاعهم اتصالات طلعولي دم لا ريزو لا كونكسيو راهم حابسين كامل مش عارف لاه محبسينهم هاد ليامات,1,1.0,dataset_3,0
20mbs,2,2.0,dataset_3,0
كيما قلت على موبيليس 😂😂😁,0,0.0,dataset_3,-1
من قسنطينة عين انترنت جيزي سمارة، انترنت جيزي مليح,2,2.0,augmented,0
ما شاء الله جميل جدا بتمنى تواصل على هذا الدرب,2,2.0,dataset_3,0
ماتش بوبجي متقدرش تلعبو,0,-1.0,dataset_1,0
فرار راك نسوق في منتوج فاشل انا خدمت فيها ونقولك,1,0.0,dataset_1,0
كيفاه ندير بيناتنا,1,0.0,dataset_1,0
خونا زين عندنا 8 ميقا بلافو 4 جي يستهلكها شعب هل 5 ج يكون فيها فوق 20 ج,0,0.0,dataset_3,0
Hier j&#39;étais chez Djezzy pour me plaindre de l&#39;internet et le bonhomme était étonné il m&#39;a dit que l&#39;internet ça va je lui est dit d&#39;aller sur youtube et il verra que rien ne va donc ils sont foute de nous,1,1.0,dataset_3,0
انا حابة نبعت ميساج باطل يعني 50فيها شحال من ميساج ممكن تعتوني كود,0,0.0,dataset_3,0
برافو عليكم بصح استمروا هكذا,2,2.0,augmented,0
سقمونا الريزو ☹,1,1.0,dataset_3,0
سمحلي على كثرة التعليقات باش نعرف,0,0.0,dataset_3,0
عندي طريقة للربح من كليب كلابس بسرعة,0,0.0,dataset_3,0
تم التحول الى موبيليس ينجاح 😅😅 زكارة فأوريدو,2,2.0,dataset_2,-1
اخي تكنو حبيت نتيليشارجي تطبيق techno dz من الموقع تاعك مي ما قدرتش يخرج رابط التحميل وكي ندخل نلقا باج فارغة,0,0.0,dataset_3,0
Internet de Djezzy c&#39;est catastrophique Mobilis c&#39;est beaucoup mieux,1,1.0,dataset_3,0
بصح سمحلي خويا الشرح تاعك يدخل في حيط كبير مكانش واحد ينجم يطلعوا هه,0,0.0,dataset_3,0
Djezzy سلام عليكم صباح الخيرقدمت طلبي كم من مرة ودون جدوىوزملائي كذلكحتى راسلتهم عن طريق موزع الرسائل وموزع الصوتي,1,0.0,dataset_1,0
ابوني مردودة في الحين❤️❤️,2,1.0,dataset_1,0
wach les offre lmlah t9dri thkili 3la le offre li 3ndk ana tani hab nbdal,1,0.0,dataset_1,0
40 qui durent 2,1,0.0,dataset_1,0
قمت بشحن شريحتي جيزي عبر الحساب البريدي (بالانترنت) بمبلغ 100 دج ولم يتم ادخال الرصيد الى هاتفي، اتصل على خدمة الزبائن ولا أحد يرد رفم الانتظار الطويل، وراسلتكم على الخاص ولم أجد رد أيضا..,0,-1.0,dataset_1,0
ki ndir rovoi fi Mobilis mayalah9ounich les msg,1,1.0,dataset_3,0
الناس الطير مع الجنون حنا مزالنا مع السرعة المنخفضة,1,1.0,dataset_3,0
كاين فكامل لي بيس تاع موبيليس العرض هذا ؟,0,0.0,dataset_3,0
الريزو راه ناقص علاش,1,1.0,dataset_3,0
"مرحبا, ندعوك للتواصل معنا على الخاص عبر Messenger و إفادتنا برقمك و معلوماتك الخاصة للنظر في طلبك شكرا عبد المؤمن.ك من جازي",1,0.0,dataset_1,0
انا ضيعت بيس نتاعي وركبيريتها عادي توب,0,0.0,dataset_3,0
شريحة اوريدو yooz .ديما محبتش تتحول,1,1.0,dataset_3,0
ان شاء الله ديرو ميزاجوغ لي ابليكاسون تاعك لجماعة ابل 🍎 😏😏,1,0.0,dataset_1,0
وش بيها كونكسيو تكمل في سمانة برغم نستعمل غير فيسبوك 15 جيقا راحت لماذا😡,1,1.0,dataset_3,0
جيزي في الطارف سنتر مليحة,2,2.0,dataset_3,0
التعليق 100,0,0.0,dataset_3,0
يا زهرة ولا نسرين سؤؤل فقط لماذا الانترنت ضعيفة في الالعاب يحدث لاق اتمنا ان تردي يا نسرين تالي زهرة مشكيتش ترد🥺😄,0,-1.0,dataset_1,0
عروض جديدة مليحة,2,2.0,dataset_3,0
عيدكم مبارك عندي مشكلة ممكن خاص,1,0.0,dataset_1,0
عندي 5 ايام كونكسيون عندي راهي ثقيلة بزاف مع العلم انو كاين لي معايا عندو جازي كيفي تمشي نورمال وعلاش,0,-1.0,dataset_1,0
مع كل احتراماتي،بصح لوكان ماشي ماد النومرو للناس لوكان هاذي مدة ملي كملت معاكم، و راني بهاد النومرو فالعشرة سنين ممديتولي حتى أوفر شباب,1,0.0,dataset_1,0
.habbar c'est bon je t'ai inscrite,1,0.0,dataset_1,0
فيها مساعدة 🆘😩,1,0.0,dataset_1,0
.amirou noob 😂,1,0.0,dataset_1,-1
نحيتو العروض *44# علاه ريبوندي فالبريفي 😑,0,-1.0,dataset_1,-1
تباع في بعض الولايات وهل تشتغل في الولايات الاخرى وكم ثمنها,0,0.0,dataset_3,0
kifach bach madoholak ? Meme ana rba7t tilifon,1,0.0,dataset_1,0
لله يعطيك الصحة والعافية,0,0.0,dataset_3,0
C'est opérateur J'adore cette pourquoi téléphonique vraiment,2,2.0,augmented,0
انا شريتها بليدة 😏😏 من بليدة 😏😏 عجبتني,2,2.0,augmented,0
حولت البيس تاعي ل ايزي وماحبتش ترجع كيما كانت بليز جاوبوني كيفه نرجعها,1,0.0,dataset_1,0
أوريدو كارثة بأتم معنى الكلمة,1,1.0,dataset_3,0
Mt9drch thder batel 30j psq ana dirtha fi 4j khlast wlit mn9drch nhder mais cnx kayna dork hiya ta3 cnx w mich t3 hdra yek wla kifav !!,1,0.0,dataset_1,0
مرحبا، كل التحويلات المتوفرة في خطك المسبق الدفع تجدها بتشكيل *720# و اتباع الخطوات.زهرة من جازي :),1,0.0,dataset_1,0
كي تكون تدير في تست الانترنت. مشي بيس. واحدة. لاخاطر كي. يكونو 2. بيس ينقص الريزو,0,0.0,dataset_3,0
Oorido khir ni 7ayr,0,-1.0,dataset_1,0
.dz andkom ?wela bera?,1,0.0,dataset_1,0
بدل تصويرة برك,0,0.0,dataset_3,0
أسوئ انترنت في االكون 👏👏,0,-1.0,dataset_1,0
.benblal شكرا على المعلومة,1,0.0,dataset_1,0
"Certainly, as usual, he is a distinguished riad always and forever, oh my God, how much I want to score the most adequate goals, good luck to him 🙏",1,0.0,dataset_1,0
عروض مليح والريزو كامل لبلايص في كامل لبلايص مليح,2,2.0,augmented,0
بكري من ليزوم,2,2.0,augmented,0
عندي جيزي هبال ماشاء الله,2,2.0,dataset_3,0
Mohamed Kellouche مرحبا،تطبيق جازي متوفر على App store :) زهرة من جازي,1,0.0,dataset_1,0
أن إنترنت اوريدو عندي إنترنت اوريدو سويتش طيارة,2,2.0,augmented,0
🙏😉🙏,2,1.0,dataset_1,0
هديك نافيكي تع موبيليس تع ست شهور نحاوها,1,1.0,dataset_3,0
ممتاز والله,2,2.0,augmented,0
قولد راهي تسرق فينا عيني عينك من 40 جيغا ب 1500 ل 20 جيغا 1500 والله ميربحو,1,1.0,dataset_3,0
Connexion nulle,1,1.0,dataset_3,0
انا شريتها من بليدة 😏😏 عجبتني,2,2.0,dataset_3,0
هه,1,0.0,dataset_1,0
أسوء شريحة هي موبيلس لا ريزو لا كونكسيو لا عروض ملاح و يزيدو يقولو تواصلوا معنا في خاص و هما ما يجاوبوش pff 😡😡👎,0,1.0,dataset_2,0
نتا تخدم معاهم ولا,0,0.0,dataset_3,0
جيزي ناقصة بزااف زبل,0,-1.0,dataset_1,0
Linda Li انا ثاني عيطتلهم قالولي ماش نتا برك لي غلقنالك الخط.. لله يلعنهم,0,-1.0,dataset_1,0
Bshh ana mzll mnedi 5 gb😢,0,-1.0,dataset_1,0
"not enough , 10 gb nowdays is nothing",0,-1.0,dataset_1,0
حشاوهالي ياخو,1,0.0,dataset_1,0
kifch les abonnes taa pixx ynswhom ou ydiro des pucces jded,0,0.0,dataset_3,0
الريزوا راه كامل مكاش راني نعيط لبال متفوتش كيفاه ديروا عرض ومتحسنوش من الخدمة,1,1.0,dataset_3,0
512 kb /s w zid bah tactivi kolch lzem 1700 da 🙄🙄 عرض فاشلل,0,-1.0,dataset_1,-1
Wlh ghiir rakom tdahko 3la roohkom hadii conx thdroo 3liiha pff maskin ghiir cha3b li Thcholo conx Ta3koom 0 👎👎,0,-1.0,dataset_1,0
و تاني جماعة شبيه البينق في جيزي ياخي البينق 300 و 700 و الكونيكسيون تكون خفيفة في باقي التطبيقات انا في الالعاب البينغ مرتفع هل من حل,2,2.0,dataset_3,0
الله يرحم والديك والله لنفعتني <br>كنت فيس منقدرش نفتحه <br>ودرك راهي قوة,0,0.0,dataset_3,0
.guen 😂😂,1,0.0,dataset_1,-1
😎,1,0.0,dataset_1,0
Navigui ping dialha mli7,2,2.0,dataset_3,0
Kch mkyn 3ard jdid jay mn mobilis .?,0,0.0,dataset_3,0
عندي جيزي كونفور و مفيهش ليميطاسيون و مام لميتين الف هديك مع جميع الشبكات ماراهيش تكفي كامل,1,1.0,dataset_3,0
كي تهدر على اتصالات شكوبيستان احترم شويا الفكرون 🐢,1,1.0,dataset_3,0
ديرونا حاجة تاع خمسين الف ولا اقل رانا مشومرين,1,0.0,dataset_2,0
5 go vraiment mokhak yahbas 😢😢,0,-1.0,dataset_1,0
انا راني نعاني مع جيزي,1,1.0,dataset_3,0
جوبنا ربي يحفضك,0,0.0,dataset_3,0
انترنات قاوية,2,2.0,dataset_3,0
Pourquoi la connexion djezzy est lent ?,1,0.0,dataset_1,0
انا عندي والله غبر خفيفا بزاف راني نكونسومي 60 جيقا فشهر,2,2.0,augmented,0
بعد نفاذ 50 gb تقطع الانترنت,1,1.0,dataset_3,0
Bch ykoun aandi kolch illimitee b 200da?!,1,0.0,dataset_1,0
كونكسيون ميتة,0,1.0,dataset_2,0
هذي من بكري كاينة عندي عامين وانا نتفرج ب توب 4 جي نتاع 500ألف كلش فيها ليبر,0,0.0,dataset_3,0
مرحبا،تفضل بطلبك كيف يمكنني مساعدتك ؟نسرين من جازي 🙂,1,0.0,dataset_1,0
كلامك صح أخي راهي كارثة ذو الايام .,0,0.0,dataset_3,0
جيغا وهدرة متخلاصش مليحة وهدرة متخلاصش هادي,2,2.0,augmented,0
متقدرش تلعب بيها,1,1.0,dataset_3,0
وتوب4جي,0,0.0,dataset_3,0
"ساعة : <a href="" <br>سرعة الأنترنات عندي : 96 kdps 🤦🏻‍♂️😫🤬 <br> شريحة دجيزي العرض 40G <br>نصيحة مني : <br>لا تشتري دجيزي إجمع المال و إشتري حبل و إقتل نفسك ✌️",1,1.0,dataset_3,0
يا ودي عرض سيما ماعجبنيش انترنات تخلاص ليه ليه ادا بغيتو ربي ردوهالي بيكس ماحبتش توالي وندمت لا رديتها سيما,0,1.0,dataset_2,0
ديروها تبعث مكتيفيا رانا كرهنا,0,1.0,dataset_2,0
ودعتها هادي زمان,1,1.0,dataset_3,0
موبليس Top4g راهي نقصت بزاف ولينا قاع مانقدرو نكونيكتو,1,1.0,dataset_3,0
كمنتار تاعي هذا و قريب مطلعش بسبة الكونيكسيون و نتوما تقولو برطاجي 😑 اي ثقييلة,0,-1.0,dataset_1,-1
Ping 109 mechi mlih khlah,1,1.0,dataset_3,0
J'espère que les 40 Go sont à vie moch après 3 mois yweliw 50% (20Go) comme la hayla maxi,1,0.0,dataset_1,0
توب 4 جي عمرها ما تطلع 512 كيوا بايت,1,1.0,dataset_3,0
سراقين🙃🙃كونيكسيو تحسب فكرون راهو يمشي اوريدو ب2G خيرمن جيزي 4G تحيا اوريدو,0,-1.0,dataset_1,-1
خويا 4g مش ناجحا في دزاير من لخر,2,2.0,dataset_3,0
موبيليس راه عندكم خلل ف DNS وهاذ خاصية تحمي بيانات الهاتف ودرك مليل لليل راها تروح والهاتف ناس معرض للخطر,0,1.0,dataset_2,0
Ooredoo Switch 9.75 et 13.1,0,0.0,dataset_3,0
السلام عليكم أخي انا شريت من AliExpress <br>ولكن تم إغلاق طلباتي والسبب مجهول مع أنهم أخدو الأموال ممكن تفيدني جزاك الله خيرا,0,0.0,dataset_3,0
اوريدو وشبيه يمات هذو مكانش علاه,1,1.0,dataset_3,0
وي مام انا تثقال مي مور 00:00 ترجع طير,2,1.0,dataset_1,0
انا راني في المسيلة راه تمشي لباس عليها المهم الفيديو تمشي بدون انقطاع,2,2.0,dataset_3,0
🌟 ممتاز والله,2,2.0,augmented,1
Awdi l conection ta3kom hia li khasha dark mode men kotr ma t9ila,0,-1.0,dataset_1,0
أنا ترجعولي درااهمي ما دخلني سراقين لي يفليكسي تدولو دراهمو vive اوريدو نكونيكتي بالزيرو و نشوف ليفوطو ملفوق سراقين لواحد ما يجي يفليكسي بسيف مبعد تنقصولو منهم,0,-1.0,dataset_1,0
كي تزيد 50 ميل و تدي شريحتين <br>و تخلص 150 ميل لشهر <br>آسكو صح يمدولك 50G فلابيس اللولة <br>و 30G فلابيس الثانية,0,0.0,dataset_3,0
Ilyes Koni عياونا يا خويا الله يهديهم,1,0.0,dataset_1,0
واش قصة لهاربة,1,0.0,dataset_1,0
هادي غي عندك نتا <br>مدلش تغلط في الراي العام <br>نتا كنت مطلع فيديوات تيك توك من قبل و دخلت تفرجتهم مدلش تكوف في ىوحك,0,0.0,dataset_3,0
ميش افار ادي حكايتك نفليكسي لوريدو بمئة عشرين جيغا ربعمية الف هدرة🙂,0,-1.0,dataset_1,0
وليت منقدرش نفليكسي فلا بيس تاعي كاش حل رجاءا بعتلكم فل بريفي متريبونديوش😑😑,0,-1.0,dataset_1,-1
🇩🇿❤️🇩🇿❤️🇩🇿❤️🇩🇿❤️,2,1.0,dataset_1,0
واش راك تقول خونا والله مادرت والو راك تدير فاوبسيو في هواتف شاومي باش تشوف السرعة تاع انترنيت ماشي باش تسرع الانترنيت ؟!!,0,0.0,dataset_3,0
Lokane ghir andi 3 millions heurs chaque jour. Je pourrais finir mon boulot. Ma3lich manhderch bezaf 😢😢,0,-1.0,dataset_1,0
راك كي شغل خنت قضية فلسطينية,1,1.0,dataset_3,0
ولكن خارج البلاد برا متمشيش 2Gومكانش,1,0.0,dataset_1,0
"chritha w flop , jai cru que ki yakhlaso 5g hdok tab9a illimité mais non w en plus 5g hadok yakhlaso f2 jours lol",1,0.0,dataset_1,0
غالية جدا,0,1.0,dataset_2,0
راضي بزاف 💯 الله يحفظكم,2,1.0,augmented,1
