text,label_raw,source_dataset,label,emoji_flag
Connxx. Merdiique.,-1,dataset_1,0,0
Djezzy CONFORT 😎😍😉 العرض لي تلقاو فيه راحتكم من كل النواحي 🤔🤔 سعر، جودة و إمتيازات رائعة واش راكم تستناو #Djezzy #Confort #DZ #Offre,1,dataset_1,2,1
Abonnement?,0,dataset_1,1,0
Chhal dir,0,dataset_1,1,0
Lokn t5loha 2moi,0,dataset_1,1,0
ريزو خردة,-1,dataset_1,0,0
💖💖,1,dataset_1,2,0
0770 hab nrodha 4g,0,dataset_1,1,0
بصح قليل شهر تحير زعما علاه ديروه اوموان شهرين,0,dataset_1,1,0
نهار تعادلو كونكسيون يا سراقين,0,dataset_1,1,0
ما فائدة 80 جيجا و سرعة تدفق الأنترنت جد ضعيفة في قلب مركز ولاية بومرداس. ما الذي تفعله فرقكم التقنية ؟! بلغت عن هذا المشكل عدة مرات و لكن لا حياة لمن تنادي.,-1,dataset_1,0,0
الكونيكسيون تاعكم ولات الخرى خير منها,-1,dataset_1,0,0
🖕 تبلع بزاف في نهار تلقى روحك مخلص 10Go كي والو وزيد التدفق ضعيف,-1,dataset_1,0,0
وتدفق ثقيل,-1,dataset_1,0,0
الكونكسيون تاعكم الايامات الاخيرة ولات حلزونة . ترى ماهو السبب في مركز مدينة قالمة,-1,dataset_1,0,0
نستناو التغطية تلحڨ لكل الأماكن,0,dataset_1,1,0
LES SMS,0,dataset_1,1,0
Khorda,-1,dataset_1,0,0
Pas de couverture internet A Ben Salah Oued El Alleug BLIDA site n°2,-1,dataset_1,0,0
مشكلتنا مع الشبكة و ليست مع العروض,0,dataset_1,1,0
خاوتنا كاين باجة للبيع 250k سومة هايلة ازربو لينا باسكو مبقاوش بزاف,0,dataset_1,1,0
iZZY is going to City ! 😱😍Wanna join and meet .7 ⚽? All you have to do is to choose your team 💪Khayer l'influenceur li thabou w 3amer les informations dialek bach tsiyi zahrek ou troh l'Manchester m3ana 😁 Le lien rahou fi la bio 😉Good luck !#izzy #mahrez,0,dataset_1,1,1
تسما تحشاتلي مشريتش ايزيي -_-,0,dataset_1,1,0
.dz 😢😢,-1,dataset_1,0,0
😍🇩🇿,1,dataset_1,2,1
Meharzi vs .7 تسما فيها😂😋,1,dataset_1,2,-1
الافضل,0,dataset_1,1,0
Site merahch yemchii😭😭,0,dataset_1,1,0
Stanley .,0,dataset_1,1,0
Hhh sa3dhoum li ra7 yrbhou wlh 3labali bli maghadich yrb7ou chirat mais ma3lich lhachwa khir mn walo za3ma hh gji bghit ntla3lkoum chwiya moral 😛😊😊😍💓💓,1,dataset_1,2,1
مقدرتش نشترك,0,dataset_1,1,0
Site mabgach yetle3 🤔,0,dataset_1,1,0
Mourad aouidia 🔥❤️🔥😢😘😂😂,1,dataset_1,2,-1
نشارك بيس تاعي درتها صافي ربع سنين ولا بتاع بابا عندها 16 سنة,0,dataset_1,1,0
Nahla,0,dataset_1,1,0
اني بديت نسمي في ولادي لي راح نتزوج ب باباهم كي نروح معاكم و نهربلكم 🤣🤣,0,dataset_1,1,0
Oudia w rifka les hommes 🌏💪🏼,0,dataset_1,1,0
تم,0,dataset_1,1,0
يا خويا جيزي انا رجعلي لوفر تاع ستين ألف ومنروحش لمنشيستر زهري ونعرفو منطلبلوش المستحيل برك رجعلي لوفر تاع ستينالف 😕,-1,dataset_1,0,0
Le site ne marche pas 😔😔,-1,dataset_1,0,0
Adi 7na ta3 ooredoo ma fihach lfsiikh 😂😂,0,dataset_1,1,-1
ايربح لي عندو ايزي برك ولا مام لي عندو جيزي بسكو ايزي نتوما بعتوها فلافاك وانا منقراش فلافاك 😒,0,dataset_1,1,0
Hawdi adoni m3akom😢😢,0,dataset_1,1,0
ادعوني معاكم,0,dataset_1,1,0
Mon frère 🤣😂 j'ai passé avec lui des moments inoubliables en Egypte ❤️,1,dataset_1,2,-1
الرعيان,0,dataset_1,1,0
cnx ta3kom t3ayi,-1,dataset_1,0,0
.dz رجاءا ردو عليا خاص نحتاجكم ضروري,0,dataset_1,1,0
W hna jma3t snapp madirolnach Illimité 😢,0,dataset_1,1,0
خوتي أنا محتاج ليكم دعموني كان دير فيديوهات فاليوتب مقالب و تحديات و سفريات نقية ومحترمة ولكن للأسف مكتشافش بزاف وداكشي علاش بغيتكم تشجعوني ودعموني 🙏❤️,0,dataset_1,1,0
esQue lazem ykon 3ndKk puss #Djezzy bsh participer !? li3ndoo d’autre y9dr .. nn!?,0,dataset_1,1,0
Mourad♥,0,dataset_1,1,0
زعم تصحلنا 😑🤔😓,-1,dataset_1,0,-1
khoya w machi sahbi 😂,0,dataset_1,1,-1
لازم تشارك بالرقم تاعك و يكون مسجل بأسمك,0,dataset_1,1,0
الرجاء المحاولة ثانية من فضلك 😊,1,dataset_1,2,0
Bonne chance 😉,0,dataset_1,1,0
Le site est fonctionnel 😉,0,dataset_1,1,0
😍😍,1,dataset_1,2,1
.ntaha 😅😂😂,0,dataset_1,1,-1
Inchallah 😁,0,dataset_1,1,0
🇩🇿🇩🇿🇩🇿,0,dataset_1,1,0
شكون بلال ؟؟ 🤔,0,dataset_1,1,0
Fort 😍😍,1,dataset_1,2,1
Mazal lwa9t ta9der techri 😁,0,dataset_1,1,0
300DA Berk 😊,1,dataset_1,2,0
.dz andkom ?wela bera?,0,dataset_1,1,0
.dz Nchalh merci,0,dataset_1,1,0
.ayoub lazem une puce iZzy 😁,0,dataset_1,1,0
.youv b3id echaar 😂,0,dataset_1,1,-1
Le site rahou yemchi 😊,0,dataset_1,1,0
Le site fonctionne 😊,0,dataset_1,1,0
💪😎,1,dataset_1,2,0
Film englizi 😂😂,0,dataset_1,1,-1
3awdouha f Manchester 😂,0,dataset_1,1,-1
.dz ان شاء الله 🇩🇿,0,dataset_1,1,0
.dz الرقم نمشي بيه انا بصح شارياتو la carte تاع جدة تروح هي,0,dataset_1,1,0
.hayat mabghach yetla3li,0,dataset_1,1,0
N'importe qu'elle puce Djezzy wela il faut Izzy !!,0,dataset_1,1,0
.dz 🤣🤣,0,dataset_1,1,0
.habbar c'est bon je t'ai inscrite,0,dataset_1,1,0
.dz بلال اوماي قاد,0,dataset_1,1,0
وقتاش آخر أجل plzz 🙏🏻🙏🏻,0,dataset_1,1,0
Let's go to Manchester City to see Mahrez🤗,1,dataset_1,2,0
nchl,0,dataset_1,1,0
Lazem puce izzy,0,dataset_1,1,0
.dz donnez moi le site pour s’inscrire chrit izzy mais j’ai pas trouver,0,dataset_1,1,0
❤️❤️❤️❤️,1,dataset_1,2,0
❣️❣️❣️❣️,1,dataset_1,2,0
👻👻,0,dataset_1,1,0
.bjm,0,dataset_1,1,0
معليهش تجاوبوني تعيشو؟؟ کفاش نعرف لبيس ديالي راهي إيزي؟,0,dataset_1,1,0
راه جايني إحساس آنا لي نروح لمانشستر🙏,1,dataset_1,2,0
وينتا تعلنو على نتائج المسابقة?,0,dataset_1,1,0
Moi Nouveau Artist in Algeria djezzy.dz😍,1,dataset_1,2,1
🙌,1,dataset_1,2,0
.dz wch hada tabhediil au moins jabto star rak fahm,0,dataset_1,1,0
-ben,0,dataset_1,1,0
تخيروا بعضاكم باه تروحو باينة 😂,0,dataset_1,1,-1
والله مافهمت,0,dataset_1,1,0
j'ai acheté la puce izzy et j'ai rempli toutes les informations j clicke sur envoye mais ça reste comme ça rien ne se passe😢😢,-1,dataset_1,0,0
او محرز واش دخلو😂,0,dataset_1,1,-1
عينين ريفكا وين راهم يشوفو ؟,0,dataset_1,1,0
.1412 hadi la puce kisemoha slvp,0,dataset_1,1,0
"Cet été l’offre HAYLA BEZZEF revient avec plus d’internet 😍 Et encore plus de crédit 👌Profitez de 40Go d’internet pour naviguer en toute liberté 🚀 300DA de crédit vers les autres opérateurs, mais aussi des appels et SMS gratuits en illimités vers Djezzy 🗣✉ À seulement 1500DA/Mois et à vie ! Pour en savoir plus visitez notre site web 🙏 Le lien dans la bio 👆",1,dataset_1,2,1
Esq fiha ta3 100 Da w ch7al ya3touna mn GO,0,dataset_1,1,0
السلام هلا هاذا عرض مؤقت ام دائم وشكرا🤗🤗,0,dataset_1,1,0
Zido qololhom bli mois lwal berk apres b 100 da tmadolhom 10Go c TT 😑😑,0,dataset_1,1,-1
ouii kayna 100 ya3tolek 20Go et 200 vers tous les réseaux et djezzy lhadra batel,0,dataset_1,1,0
Esq lazem puce jdid ? Psq lyoum j'ai activé l'offre hayla bezzaf 1500 w 3tawni seulement 20Gb,0,dataset_1,1,0
او كتبلك مدى الحياة,0,dataset_1,1,0
.officiel hfdk khouya,0,dataset_1,1,0
bla mziya frr,0,dataset_1,1,0
Madirolnach zi hayla maxi 40 g b 150w m a3ed raje3tohalna 20 g b 150,0,dataset_1,1,0
😏,0,dataset_1,1,0
mais la cnx twali 50% après 3 mois,0,dataset_1,1,0
mr6🤗🤗❤️❤️,1,dataset_1,2,0
تغطية ضعيفة بشبكة انترنت ، تشعلها و تقعد تتفرج فيها,-1,dataset_1,0,0
Deja 40 Go c insuffisant 🐸 maximum c 15 jours et j v les terminer 😐,-1,dataset_1,0,0
العرض دائم و مدى الحياة,1,dataset_1,2,0
😍😍 look,0,dataset_1,1,1
Est-ce qu'il y a une possibilité de migration depuis les autres offres ?,0,dataset_1,1,0
جيزي هاربة خير ولا جيزي سبيسيال ولاكونكسيون فور والله,0,dataset_1,1,0
Dirona wahda ta3 50 milles tkon mliha,0,dataset_1,1,0
عندي هايلا ماكسي نقدر ندير هذا العرض,0,dataset_1,1,0
Hadi Fi ooredoo wela Djezzy,0,dataset_1,1,0
.dz اذن هو اشتراك مثل,0,dataset_1,1,0
Confort,0,dataset_1,1,0
هبلتونا كل سمانة تبدلونا الأرقام,0,dataset_1,1,0
مليح 100 ميل غالية بزاف راهي جورني 1500,0,dataset_1,1,0
regliw reseau w mba3ed sahl,-1,dataset_1,0,0
تاع 100 فيه 20 جيغا برك بصح يبقى خير من العروض تاع الشبكات الأخرى,0,dataset_1,1,0
.xy wch hada ?,0,dataset_1,1,0
"Slm , kifech nradj3ouha hayla bzf svp ?",0,dataset_1,1,0
J'espère que les 40 Go sont à vie moch après 3 mois yweliw 50% (20Go) comme la hayla maxi,0,dataset_1,1,0
Les offres chabin mais couverture mauvais a Ghardaia,0,dataset_1,1,0
ou kifach lazem une autre carte sim !,0,dataset_1,1,0
من فضلكم حاب نسقسي علا بيس 0780 قداه ولات من جيقا انطرنط من فضلكم,0,dataset_1,1,0
kima raki tchufi 1500 ou bien 2oo da w diri l affaire,0,dataset_1,1,0
.xy صافي نبدل 🤔🤔,0,dataset_1,1,0
اضعف انترنت فى الجزائر 😢😢,-1,dataset_1,0,0
mat9drich 😂😂,0,dataset_1,1,-1
يا أخي أنا عندي هايلة بزاف، و عطاوني العرض القديم شهر هذا، لا يوجد تغيير ؟,0,dataset_1,1,0
*720# ou khayri 8,0,dataset_1,1,0
واش ملفايدة كي تمدلي 40 Go و كي يخلاص الشهر تبقالك 35go بيسك ثقيلة متقدر دير بيها والوا,0,dataset_1,1,0
كيف التحويل من هايلة الى هايلة بزااف,0,dataset_1,1,0
En fin derto hada rani chaque 3 mois nbedal pus 😑😑,-1,dataset_1,0,-1
لماذا عرض 100دج أصبح 1200دج!!؟,0,dataset_1,1,0
.ghanii. ana 3andi telechargement 2mb/s tres rapide,0,dataset_1,1,0
أريد تغير عايلة بزاف الى بيس كارد,0,dataset_1,1,0
زيدو ساعدونا شويا احسبوهالنا ب 100 دج برك,0,dataset_1,1,0
Et pr h'bal matzidoulnach fel forfait chwiya ? Raj3ouh au moins 20Go f les 100Da,0,dataset_1,1,0
😂😂ya wedi tkhafik ghir ndiroha homa ynahoha,0,dataset_1,1,-1
chti zherr..mais m3lich nzido nsayo hdi ..mlgr zher m9awed 3aychin ghaya😝,0,dataset_1,1,0
.dz 😍😍,1,dataset_1,2,1
oui lazm puce jdida Kima derrt ana,0,dataset_1,1,0
Oooh je vous aime tous 😭😭 .. Enfin ray7 neb9a b numéro wahed 😁😁 .. Bessah meme ntouma tmaskhro konto tmeddou 15 Gb b 1500 ma t9a3douch bina.. Mais bon mziya ki fhemtou rwahkom 👌👌,0,dataset_1,1,0
nta ma 3endkch réseau khouya 😂😂,0,dataset_1,1,-1
40 جيڨا قليلة بزااف,-1,dataset_1,0,0
.officiel100 6g bark fi hayla bzzaf,0,dataset_1,1,0
Ya Quoi comme offre 4g pour 100da,0,dataset_1,1,0
noon,0,dataset_1,1,0
Fire 🔥 🔥 merci djezzy,1,dataset_1,2,0
عندي سمارة س نقدر نردها هايلا بزاف,0,dataset_1,1,0
.ghanii والله عندك حق خويا,0,dataset_1,1,0
يا خو هايلة لابونمون تاع 25g ؟,0,dataset_1,1,0
هذي بوس,0,dataset_1,1,0
سؤال : هل يوجد عرض مثل هذا لكن ب 100 دج و شكرا,0,dataset_1,1,0
مساء الخير ، لقد قمت بتعبئة رصيدي يوم 01/07/1019ولم أتحصل على 300DA وهذا بصفتي زبون منذ عدة سنوات وقد تحصلت على 200DA مقابل 1500DA وشكرا.,0,dataset_1,1,0
انا عندي تمشي مليح,0,dataset_1,1,0
فيها مساعدة 🆘😩,0,dataset_1,1,0
التغطية مكانش,-1,dataset_1,0,0
سراقين سرقتوني اليوم اكبر شركة سراقة فالجزائر,0,dataset_1,1,0
لصوص,0,dataset_1,1,0
اخطيكم راه جاي عرض من شركة عالمية احسن من هذا بكثير 😂,0,dataset_1,1,-1
والف دينار كاام,0,dataset_1,1,0
نقدر نحول من جيزي سبيسيال ل .. هايلة بزاف تع هاذ العرض ؟؟,0,dataset_1,1,0
ياو راني داير جيزي بصح هدا الشهر اللخر باباي والله مكاين كيما اوريدو,0,dataset_1,1,0
عله تسكرو لبيس,0,dataset_1,1,0
مفهمتش واش هي لي مدى الحياة,0,dataset_1,1,0
Wrizo na9s wchmn fayda,0,dataset_1,1,0
Shab l millénium. Vu ✔,0,dataset_1,1,0
هايلة بزاف تاع 100 دج هل هي مدى الحياة,0,dataset_1,1,0
عندي عرض هاربة و عندي رقم 0770 هل يمكنني نغير العرض بنفس الرقم؟,0,dataset_1,1,0
لا يمكنك التغيير من الدفع البعدي للدفع المسبق,0,dataset_1,1,0
بصح خدعتونا فال 100دج علاه زدتوا فيها200دج وزدتوا بغيتوا تهفونا1300دج حولتوها 1500دج,0,dataset_1,1,0
rana kifkif bedloli kolch nhawali service ta3 44,0,dataset_1,1,0
اعمل متابعة ليصلك كل جديد 📲👍,0,dataset_1,1,1
يجب تعديل عرض سبيسيال خاصة الدفع البعدي بعد هذا العرض و ذلك بمضاعفة رصيد الانترنت أو جعلها غير محدودة حتى يبقى عرضا استثنائيا وإلا فسيتركه الناس لأن العروض الأخرى مثل هذا العرض أحسن منه بكثير,0,dataset_1,1,0
You have some great shots in your gallery! I mean I liked them😊 🇩🇿🇩🇿 are you interested in sports take a look at my account and tell me your opinion 🇩🇿🇩🇿💪 please I needs encouragement to continue,1,dataset_1,2,0
😢بدلولي جيزي نتاعي اخمج سرفيس جيزي,-1,dataset_1,0,0
meme ana kanet 3andi 800 da 6gb illimité djezzy plus 1300 da redohali 1200 😑,-1,dataset_1,0,-1
هل بامكاني إرجاع رقمي 0772 الي هايلا بزاف؟ ب 1500,0,dataset_1,1,0
انا عندي djezzy نفلكسي فيها1500دج يعطوني 25Goكفاش رجعها Hayla Bezzef,0,dataset_1,1,0
هذا العرض متوفر في الشريحة الاصلية لجيزي هايلة بزاف ولا يلزم شريحة جديدة ؟,0,dataset_1,1,0
انا على هايلة 1500 عاطييني 25 جيغا و 200 دج لبقاي المتعاملين،، كيف احول الى هذا العرض؟!,0,dataset_1,1,0
بصح خدعتون في تاع 100دج علاه زدتوا فيها 200دج,0,dataset_1,1,0
انا عندي الهاربة نقدر نبدلها لهذي تاع ربعين جيغا ولا لا ؟,0,dataset_1,1,0
"مع جازي، ابقاو ديما على إتصال مع الناس لي عزاز عليكم 😍👨‍👩‍👧‍👦طاڨيو هذاك الشخص لي تضلّو تحكيو معاه فالتيليفون؟ 👀📱 Avec DJEZZY, restez toujours en contact avec vos proches.😍👨‍👩‍👧‍👦Taguez la personne avec laquelle vous passez des heures au téléphone 👀📱 #djezzy #dz #réseau",1,dataset_1,2,1
و لي معندوش عبد عزيز عليه واش ادير 😒😒,-1,dataset_1,0,0
ما تبقى على اتصال لا والو يلحق المغرب يروح كلش ربي وكيلكم رانا نخلصو فاتورة باطل,-1,dataset_1,0,0
😂😂 استغفر الله,0,dataset_1,1,-1
سييت كامل ليبيس وحدة ما تصلح 😑,-1,dataset_1,0,-1
Yaaw chkoun hadiik li tgoli غير كافي ani 7alaf fiha,0,dataset_1,1,0
كثر خير ليكوبل 😂😂,0,dataset_1,1,-1
Wkilekom rabi Maghreb aya réseau bye bye b selama mais le7a9 fina ga3din abonnée andekom,0,dataset_1,1,0
.m_e_l ydir aziza,0,dataset_1,1,0
ysama ana mch bnadem anaya,0,dataset_1,1,0
Mazal makhlasset lhaadra,0,dataset_1,1,0
جيزي الكبدة😍😍,1,dataset_1,2,1
Wli m3ndoch limn y3ayt,0,dataset_1,1,0
hh no ani bien hakda 😒😁,0,dataset_1,1,0
غير الخرطي والكذب مكان والو غير تفلكسي يسرقولك الدقايق,0,dataset_1,1,0
.guettaf 😍 djezzy,1,dataset_1,2,1
بصح حابة نسقسيكم حاجة وجاب ربي الفرصة علاه تضلو تاكلو في لينيتي تاع ناس ودايرين هاديك لبال فوكال تاكل 🤔🤔,0,dataset_1,1,0
وشحال من مليار في اليوم 😑,-1,dataset_1,0,-1
2ملاين مكلامات غي الوو راك تسمع فيا 🤣🤣,-1,dataset_1,0,0
2.5 مليون ساعة تاع هدرة راحت غير في الو راك تسمع فيا استنى نبدل البلاصة الريزو طايح 😑😑,-1,dataset_1,0,-1
توب جيزي ويردو على المكالمات 😍,1,dataset_1,2,1
Allah ybarak,0,dataset_1,1,0
non c pas vrai,0,dataset_1,1,0
oui kayna mnha,0,dataset_1,1,0
Le resaux djezzy nakes bezzaf fi blayas jsp pourquoi,0,dataset_1,1,0
Wlh marani n7Qi biha 5las,0,dataset_1,1,0
ma kach mnha lol,0,dataset_1,1,0
Multiplier par 4 dinars le 30 seconde ch7al ti7🤔🤔eiih draham kbar fel youm..hh,0,dataset_1,1,0
مستحيل هذي هدرة فارغة,-1,dataset_1,0,0
3 million heure de discussions pour rien dire !,0,dataset_1,1,0
اسمحلي الانترنت تاعكم ولات متليقش,-1,dataset_1,0,0
أنا أحتاج الانترنت ،الهدرة خاطيني je suis solitaire,-1,dataset_1,0,0
نشكركم على المجهودات المبذولة 🤔 ولكن هناك كثير من الإنقطعات على مستوى شبكتكم في بلدية الطارف ولاية الطارف 36 و خاصةً الانترنت ضعف في التدفق ..,-1,dataset_1,0,0
Mrakmch tjamloo .. rkm tkhawno f 3ayn .. activation t3 ch7ar ditouha 9bal mtkml,0,dataset_1,1,0
بكري كانت جيزي مليحة مي دكا والله غير عيانة نجمة خير منها,-1,dataset_1,0,0
ناس تكسب و ناس تحسب اقعدو حسبونا حتا قداش نحكو في نهار😑,-1,dataset_1,0,-1
💓💓😜😜💋💋,1,dataset_1,2,0
واشنو هاذي,0,dataset_1,1,0
ماتنساش لي يحكو في الماسنجر وكل نطبيقات الدردشة عن طريق البيانات,0,dataset_1,1,0
اودي الله يخلف على جماعة الو عمري شا راكي لابسة هه سيرتو لجينيراسيون جديدة لي راها طالعة غي ربي يجيب لخير وصايي,0,dataset_1,1,0
طخخ 99+😢😂,0,dataset_1,1,-1
3 millions d'heures en 24h 🤦‍♂️,0,dataset_1,1,0
Connexion de merde,-1,dataset_1,0,0
Nik matkoum kamel ki djezzy ki oredoo ki mobilis kamel résau khra,-1,dataset_1,0,0
Yaw internet ta3kom lgya lgya afhmoha,-1,dataset_1,0,0
كيفاش ندير باش تكون عندي مكلمات,0,dataset_1,1,0
كونيكسيو و ريزو كي شعر,-1,dataset_1,0,0
يا ووالله نرفع دعوة عليكم الانترنت من 20:30 حتى 00:00 لا توجد يا السراقين,-1,dataset_1,0,0
انترنت = صفر و شبكه الاتصال خمس اصفار ندمت كي شريتها .والله انفصالات الجزاير ولات تبانلي هي المخيره فيكم,-1,dataset_1,0,0
ورقلة 0 تدفق للانترنث,-1,dataset_1,0,0
اخي سلام موزاية ناقص فيها شون,0,dataset_1,1,0
Svp khawti ana 1 f ndir djezzy hadi Ta3 40G e 300d kifh ndir bch nchouf chhl b9wli,0,dataset_1,1,0
عندي 30 جيجا انترنت وفيديو تع دقيقة منقدرش نشوفو وين رايحين بيها,-1,dataset_1,0,0
Vous êtes des voleurs une connexion merdique avec un prix très cher,-1,dataset_1,0,0
Conixion dyalkom khorda fouha mateslah le walou 9etaltouna bel khourti ou le haf,-1,dataset_1,0,0
lhadra sans arrêt avec asma mdrr😍😂👌,1,dataset_1,2,-1
"HAYLA لي عندو 😍 La data 😉 مايخافش كامل تخلاصلوAvec HAYLA 😍, vous n'aurez plus aucun soucis de data 😉 #djezzy #dz #hayla",1,dataset_1,2,1
On a un soucis avec la qualité de la connexion 😏,-1,dataset_1,0,0
Oui mais la qualité est médiocre merci pour ça aussi 🤨,-1,dataset_1,0,0
علاه تفسدو في العروض 6G واش دير بيها اصحيبي 🐸😌,-1,dataset_1,0,0
Je pense être votre seule cliente qui réussit à la finir mdr🤣,-1,dataset_1,0,0
Lte ta3ko t9ol rak tconicti b 2g,-1,dataset_1,0,0
😂 👌🏾😂,0,dataset_1,1,-1
0.1 out of 10 👎,-1,dataset_1,0,0
✌️😂❤️,1,dataset_1,2,-1
mais elle est devenue mauvaise votre qualite de connexion,-1,dataset_1,0,0
Connexion t3aayi nul 👎 😒,-1,dataset_1,0,0
Ma takhlaslekch la data khatech la vitesse 💩,-1,dataset_1,0,0
Mli hbast l djezzy wana fi ni3ma🙏,-1,dataset_1,0,0
جزي ممز,0,dataset_1,1,0
شو الفايدة من hayla ومكانش la connexion!,-1,dataset_1,0,0
والله مقستوهاش 🙌,-1,dataset_1,0,0
🤣🤣,0,dataset_1,1,0
La connx rehi t3ayii,-1,dataset_1,0,0
هه حتى انا,0,dataset_1,1,0
الله يرحم والديكم حسنو شوية من الإنترنت سورتو من 6 ل 12 تاع الليل راهي كارثة تعيشو تعيشو رانا بدراهمنا او نحاولو فيكم,0,dataset_1,1,0
😂😂👏👏,1,dataset_1,2,-1
Best commercial ever 😂,0,dataset_1,1,-1
Hayla🔥🇩🇿🇩🇿,1,dataset_1,2,0
وش درتي ؟ اوريدو ؟,0,dataset_1,1,0
Ya les escrocs,-1,dataset_1,0,0
mobilis,0,dataset_1,1,0
wach les offre lmlah t9dri thkili 3la le offre li 3ndk ana tani hab nbdal,0,dataset_1,1,0
Fail,0,dataset_1,1,0
ممكن أكثر توضيح,0,dataset_1,1,0
فيما يخص. ما تقدمونه من عروض فهي في غايه الروعة ينقصكم شيء واحد تحسين الجوده خاصة لدى الشركات.وللحديث بقية😉,0,dataset_1,1,0
راهي تموت انترنت يا سرقيين,-1,dataset_1,0,0
Connexion khra 💩💩,-1,dataset_1,0,0
W service ? Kayen ch3aar,-1,dataset_1,0,0
Je pense que ce problème sera jamais réglé w matabardouch hatta on change le réseau,-1,dataset_1,0,0
Dommage y a pas 4g dans notre communauté 😔 donc j utilise ooredo,-1,dataset_1,0,0
😂😁😜,0,dataset_1,1,-1
Gedona la 4g ay habltni had liyam😑😑,-1,dataset_1,0,-1
مازلتم تكذبون يا شمايت الله يلعنكم و يخزكم تحتالو على الشعب ونقلكم والله والله والله يا 4g ماهي موجوده في الجزائر كلاب النار,-1,dataset_1,0,0
شبكة سلحفاة من 6:00. 00:00,-1,dataset_1,0,0
.ht,0,dataset_1,1,0
.bylk 😂 wservice makach !,0,dataset_1,1,-1
خدمات رائعة لكن تغطية الشبكة رديئة,-1,dataset_1,0,0
😂😂لماذا الكذب والخداع,-1,dataset_1,0,-1
المشكل في التغطية بعض الأماكن ضعيفة,-1,dataset_1,0,0
vive djezzy ou nass dar el beida,1,dataset_1,2,0
تعيو كما كونكسيو تاعكم,-1,dataset_1,0,0
متخلصش مناه درتولها ليميطاسيون يا وجوه الشر,-1,dataset_1,0,0
😂😂 سراقين . راكم تبهدلو,-1,dataset_1,0,-1
Rah nbedel le réseau,-1,dataset_1,0,0
يودي كانت من قبل تشد شهر ..دوك ولات تخلاص في زوج سمانات,-1,dataset_1,0,0
تورنيت محظور على شبكة جيزي,0,dataset_1,1,0
كيفاه؟,0,dataset_1,1,0
"Grâce à HAYLA 40Go😍, maximisez vos communications sans aucune limite avec HAYLA BEZZEF et HAYLA MAXI 👌🏻 HAYLA 40Go 😍 بفضل استفيد من الأنترنت و مكالمات غير محدودة مع العروض HAYLA MAXI و HAYLA BEZZEF 👌🏻",0,dataset_1,1,1
Wlh ghiir rakom tdahko 3la roohkom hadii conx thdroo 3liiha pff maskin ghiir cha3b li Thcholo conx Ta3koom 0 👎👎,-1,dataset_1,0,0
._usmiste ça dépend les régions .. Ana andi cnx dyalhom 100 fois mieux ala ooredoo w mobils,0,dataset_1,1,0
Ga3rona b limitation ta3 debit ou ygoulk 40Go 🐸 conx 0 null,-1,dataset_1,0,0
Bezaf ghaleya wi 😒,-1,dataset_1,0,0
علاش درتو فيها limitation ?,0,dataset_1,1,0
فسد الريزو تاعكم,-1,dataset_1,0,0
ردولنا 100ميل نولو لباس,0,dataset_1,1,0
hab nbedel men hayla bezzaf ll hayla maxy 3lah ma9dertch ? (kant djezzy carte ),0,dataset_1,1,0
Comment appliquer HAYLA,0,dataset_1,1,0
Walat jiga troh tem tem blama nodkhol youtube wla natfraj les video w mnich nconnecter bzf mlfa tched 25 jiga hten yado menha w dok tayra whedha😲,-1,dataset_1,0,0
Segmouna réseau 9bel,-1,dataset_1,0,0
انا مشترك في هذا العرض,1,dataset_1,2,0
Ghir lbar7 chritha b 9500,0,dataset_1,1,0
خرطى تسرقو وفيها محدودية سرقيين منافقيين,-1,dataset_1,0,0
ريزو منعدم أضعف شبكة فى قارة افريقيا,-1,dataset_1,0,0
علاه ماتموش في هدرتكم العرض من بعد شهور اللي تشري يدورو عليك,0,dataset_1,1,0
J'attends votre reponse,0,dataset_1,1,0
لكل شخص جات عينه على تعليقي رووح الله ما يمر هذا اليوم وتسمع خبر يفرحك اعملي متابعة _😻_🌼,1,dataset_1,2,0
connexion zero,-1,dataset_1,0,0
عرض تاع 100 دج علاش رجعتوه 1200 دج دون اعلامنا,-1,dataset_1,0,0
معلبالهمش بيك مهم يربحوا دراهم جامي شفت شركات اتصلات كما شركات ديالنا كامل مع زبون ومشترك غير تاعنا ضدنا,0,dataset_1,1,0
krahna reseau ta3kom,-1,dataset_1,0,0
The Education of Viva from the change of the one two three viva Algeria to ABC one two three viva Algeria the new banking system,0,dataset_1,1,0
The Education of Viva from the change of the one two three viva Algeria to ABC one two three viva Algeria the xx Arabic Algeria Got Talent in the new banking system power of alphabetical calculation approval in support the Bank ABC Algeria.,0,dataset_1,1,0
هه تضحكو,-1,dataset_1,0,0
Tré nul 👎,-1,dataset_1,0,0
درك انتوما عيباد يرحم باباكم. تغلقولي لالين بلا ما تقولو ندير x710#. نلقى واجب دفع 0 دج. نعيط 77 يقولي تحويل مكالمة للندب تاع فاتورة. لي يخدمو غير من 8 ل 4. انا حاصل ف طريق باه نعيط يجو يدوني والو. الله لا تربحكم,0,dataset_1,1,0
انا تاني دارولي كيما انت الله لا تربحهم,-1,dataset_1,0,0
"40 ,جيغا وتكونيكتي شعر 😢😢",-1,dataset_1,0,0
Réseau💩💩,-1,dataset_1,0,0
C de l 3eyana la connections ghir ekhtikoum dertha w ndemt,-1,dataset_1,0,0
السلام عليكم هل ممكن تحويل شريحة جازي هايلة بزاف الى جازي كونفور,0,dataset_1,1,0
