text,label_raw,source_dataset,label
الله لا تربحكم يا السراقين ديرولنا حل نرجعو لعرض بيكس الا مكانش الواحد يبدل المتعامل,1,dataset_2,0
عرض فاشل,1,dataset_2,0
مزالكم تسرقو خمسعلافات ول,1,dataset_2,0
ديرونا حاجة تاع خمسين الف ولا اقل رانا مشومرين,0,dataset_2,1
سكمو الانثرنث تاعكم امبعد ساهل 😏😏,1,dataset_2,0
"اخمج متعامل الهاتف في بلاد سكوبي, سرقة موصوفة",1,dataset_2,0
كونكسيون تاعكم صفر على ربعين.,1,dataset_2,0
فيس مجاني بعد انتهاء ال90 جيجا يعني استغباء لناس المتسرعة,1,dataset_2,0
عرض خاص بالسرقة المقننة,1,dataset_2,0
Réseau khorda,1,dataset_2,0
اكتيفاسيو تع 1000دج خير 13جيغا منيش نخسرهم غير للواتساب اما الفايسبوك مجاني وكنكسيو الحمدلله تمشيلي مليحة,2,dataset_2,2
شكرآ موبيليس🙂,2,dataset_2,2
شكرا موبيليس هاذا عرض سما نت تاع 1500 دج راه موالمني راني نتفرج بيه كامل افلامي ونلعب بيه اونلين صح رمضانكم,2,dataset_2,2
Une connexion catastrophique depuis 14h 👿,1,dataset_2,0
عرض جيد جدا جدا,2,dataset_2,2
نخلصو كل شهر لالين والكونكسيو مكانش خلاص,1,dataset_2,0
كيف انزع عرض سما,0,dataset_2,1
ك ناكتيفي pixx 1000 في رمضان شحال تمدو جيغا,0,dataset_2,1
شريت شريحة موبيلس نتاع ست اشهر بصح مكانش خلاص مانقدرش نتفرج فاليويتوب ولا فايس بوك لماذا 🤔,1,dataset_2,0
كونيكسيو عندي 3 ايام ملي درتها و راحت,1,dataset_2,0
2022و ماكاش تافيشي 4gو نزيد نشري بيس سڨمونا كونيكسيو خليكم من قوادة,1,dataset_2,0
ولاوين كونترول أين عروضهم ؟,0,dataset_2,1
ريڨلو الرزيو مالكم,1,dataset_2,0
لا سما ولا هم يحزنون سقموا كونكسيون تاعكم يهديكم ربي مع رمضان هذا,1,dataset_2,0
نتمنا عروض أفضل!,1,dataset_2,0
وش فايدة هذا العرض والريزو زيرو؟,1,dataset_2,0
عندي خلل في المنطقة لي ساكن فيها تدفق 4G و3G ضعيف جدا,1,dataset_2,0
تحسن ملحوظ فالعروض,2,dataset_2,2
الانترنت ضعيفة جدا,1,dataset_2,0
لازم التركيز يكون على الميزات الأكثر أهمية كتحسين جودة الأنترنت في المناطق القليلة التغطية,1,dataset_2,0
يجب تفعيل خدمة الرجوع من عرض سما الى بيكس,0,dataset_2,1
كيفه نحكي نغمتي,0,dataset_2,1
كيفاش نعرف الرقم السري تاع الفليكسي,0,dataset_2,1
ولله فلكست 100تلف عطوني 30 عاود قلولي بلي عطوني 13🥺 وراني جيت لي خاص جوبني🥺,1,dataset_2,0
لي كانت عندهم 20 ميقا طلعت 50 ؟؟,0,dataset_2,1
ديرولنا الانترنت و ساهلة,1,dataset_2,0
وشمن تطلع ريقولنا تدفق لي رانا مخلصينو ومن بعد ساهل,1,dataset_2,0
واش يلزم باش نطلع débit من 10الى 15 ميڨا,0,dataset_2,1
وعلاه حنا مخلصين 20 ميغا وتوصلني غير 13 ميغا,1,dataset_2,0
ولا كونيكسيو لي راهي تروح؟؟ 🙂🙄,1,dataset_2,0
لقد وقعنا في الفخ,1,dataset_2,0
قالك كي ترفع التدفق يزيدولك 1000,2,dataset_2,2
ديرولنا عروض افضل,1,dataset_2,0
بيكسس افضل عرض,2,dataset_2,2
ريلقو الريزو,1,dataset_2,0
الله يعطيكم الصحة وشكرا بعد التدبدب اصبحت ولاية بشار احسن تغطية بتدفق عالي شكرا موبليس,2,dataset_2,2
ديرولنا حل باش نرجعوا لبيكس pix علاه منقدروش نرجعوا للعرض الاولي علاه ملزمين نبقاو في سما,1,dataset_2,0
وش نديرو ب 90 جيغا؟ و ما جي تخرجلك تصويرة ولا فيديو حتى طفي و تشعل كاش 4 خطرات,1,dataset_2,0
ههه 90 جيڨا شكرا موبيليس ملي شريتك ولا واحد ما يحكمني نهار كامل وانا مفورصي 4G,1,dataset_2,0
حسنو الشبكة تاعكم وامبعد اهدرو على العروض,1,dataset_2,0
افضل عرض,2,dataset_2,2
مالفائدة من العروض مدام التغطية جد ضعيفة مقارنة بالشبكات الأخرى,1,dataset_2,0
افضل لهذا العام هو same من mobiles,2,dataset_2,2
الله لا تربحكم لي جيقا فضولي غي سمانة 😏😏,1,dataset_2,0
يهديكم ربي ريڨلو لكونكسيو راهي ماتمشي والو لجيڨاا ماعندنا منديرو بيهم 😡😡,1,dataset_2,0
الانترنت عيانة ولات في سمانة خلاصت سمحولي رجعولنا لقديمة هادي عيانة,1,dataset_2,0
انترنت 👎👎,1,dataset_2,0
بصح الانترنت ضعيفة,1,dataset_2,0
يلحق الليل تولي تزحف سرعة الانترنت تاعكم....,1,dataset_2,0
اسوأ أنترنت هي موبيليس وشكرا على كذبكم,1,dataset_2,0
الشبكة تقريبا منعدمة في بلدية عين السخونة ولاية سعيدة 3 سنوات ونحن نتواصل معكم عبر وكالاتكم ولا جديد للذكر,1,dataset_2,0
ائع العرض جدا✨😍👍😘,2,dataset_2,2
ريقلو ريزو والحال ساهل,1,dataset_2,0
سڨمو ريزو تاعكم بركاونا متمسخير,1,dataset_2,0
هك مليح اخيرا فهمتونا,2,dataset_2,2
حسنوا تدفق الإنترنت اولا ومن ثم تكلموا عن الخدمات,1,dataset_2,0
Bghyt nsa9sikom 3lah cnx raha n9sa fiha wlh hbltoni min raj3tha sama krahtoli hyti,1,dataset_2,0
الإنترنت بطيئ,1,dataset_2,0
والله عيينا ياموبليس كونكسيون ثقيلة دراهمنا راحت باطل حسنو لينا الانترنت,1,dataset_2,0
موبيليس وكل يكونكتي ..❤️❤️,2,dataset_2,2
اروع عرض على الاطلاق,2,dataset_2,2
حياتي كاملة متخلاصش 90 جيغا بصح التغطية 00,1,dataset_2,0
يعطيكم صحة شكرا,2,dataset_2,2
موبليس أول شركة سارقة وكاذبة في الجزائر,1,dataset_2,0
الله يحفظكم عرض جد ممتاز عن تجربة شخصية,2,dataset_2,2
ديرو حل للكونيكسيو نتاعكم 60 ولاية كامل تعاني ولا حبسو جدها كامل,1,dataset_2,0
ريقلونا الكونكسيو اودي,1,dataset_2,0
سرعونا⁦✈️⁩⁦🛩️⁩ شويا الأنترنت⁦♟️⁩راهي ثقيلة 🙃🐢🐢🐢,1,dataset_2,0
الانترنت ضعيفة منعدمة,1,dataset_2,0
تحيا موبيليس pixx 😊😊😍🌹 Sama غي شكلة,2,dataset_2,2
الانترنات بطيئة عصر حجري,1,dataset_2,0
يا ودي عرض سيما ماعجبنيش انترنات تخلاص ليه ليه ادا بغيتو ربي ردوهالي بيكس ماحبتش توالي وندمت لا رديتها سيما,1,dataset_2,0
ريڨلونا الكوناكسيو يهديكم ربي,1,dataset_2,0
ريزو حالة الله يهديكم يا موبليس,1,dataset_2,0
زعما متقدروش التزودولنا انترنت في لبلاد راه من عدمة,1,dataset_2,0
مشكل التغطية بشبكة الهاتف النقال موبيليس وكذا الأنترنات ببلدة الزوالية بلدية سيدي عمران دائرة جامعة ولاية المغير رغم العديد من المراسلات.,1,dataset_2,0
ل شهرين تبعثولي ميساج باش تحبسولي لابيس المشكل هنا مكانش ريزو موبيليس في زموري دايما الاشارة مشطبة تع موبيليس ديرو انتان هنا الماتريال ديالكم راه هنا عندنا في الغابة من ذاك العام ماسطليتوهش وتحوسو تكوبولي لابيس,1,dataset_2,0
ياهند كونكسيو عندي ثقيلة لبارح وين أكتفيت بصح مكان والو,1,dataset_2,0
أعطينا حقنا في التدفق، راني نخلص من دون استفادة من الأنترنت,1,dataset_2,0
ههههه ياو الريزو و معدناش احوجي طاح لنتيل من الريح من قبل رمضان ولضرك رانا بلاش,1,dataset_2,0
عندنا مشكل في زلفانة لا توجد تغطية منذ حوالي أسبوعين,2,dataset_2,2
شكرا موبيليس فووور 🌹,1,dataset_2,0
رڨلو ريزو من بعد ساهل,1,dataset_2,0
على ريزوكم الزين,1,dataset_2,0
ريقلو ريزو برك,1,dataset_2,0
ممكن تحسين الشبكة راهي متصلحش طول,1,dataset_2,0
كونيكسيون راها ثقيلة ف الارهاط,1,dataset_2,0
يا زحي هلكتونا كل ما نفليكسي يسرقولي نصها,1,dataset_2,0
جربتها ومدولي2جيغا,2,dataset_2,2
أحسن شريحة في الجزائر,2,dataset_2,2
ريقلو ريزو تاعكم مبعد ديرو عروض 😡,1,dataset_2,0
كونيكسيو عيانة,1,dataset_2,0
"Sama, Solde 25,01DA,Sama Mix 1000 9Mo valable au 06/05/2022, Bonus 1.980,00DA valable au 06/05/2022 سمانة تخلاص 😱 كاريثة",0,dataset_2,1
ديرولينا حل جيغا راه تهرب بالخف,1,dataset_2,0
نشكركم على المعاملة ولكن عندي مشكل فيما يخص اشتراك لاوين كونترول حاليا انا بدون انترنت واعادة التعبئة تكون في 24 من شهر أفريل اريد حلا وليكن في علمكم ان 13 جيڤا تخلاص بسرعة اريد من سيادتكم ان تضاعفو لنا كمية الأنترنت للاستفادة أكثر وزرع المحبة وتعزيز الثقة,1,dataset_2,0
الله يهديكم ليجيغا راه يروحو بلخف خافو ربي,1,dataset_2,0
رانا نعانوا مع هاذ الانترنت والله مكان التدفق والمشكل نسكن قدام العمود تع الريزو يعني المشكل من عندكم 🥲🥲🥲🥲,1,dataset_2,0
لماذا لا توفرون عرض 1500دج في بيكس لماذا ترغمون الزبائن للتحويل بطريقة غير مباشرة من بعد تقل استحالة العودة الى العرض السابق لماذا كل هذا الشجع هذا ان دل دل على طمعكم وجشعكم لنهب جيب الزبون نورمالمو الزبون عندو حرية التنقل بين العروض وغي ديرو عليهم رسم اسيدي خلونا حرية تنقل عبر العروض والا سوف اقوم بجمع استمارات واشكوكم الى سلطة الضبط,0,dataset_2,1
شكرا على هذه الخدمة والريزوا مليح مفيه حتى مشكل,2,dataset_2,2
موبليس مليحة,2,dataset_2,2
عدنا ريزو يروح العصر ويرجع مع الفجر ربي يهديكم ياك نخلصو علاه ديرونا هاك وزيد على ذالك متصفح ما يمشي Netflix ما يمشي وبزاف ابليكاسيو ما يمشوش علاه هذا المنكر ربي يهديكم,1,dataset_2,0
احسن شريحة موبليس 🔥👏,2,dataset_2,2
اووو ريڨلووو ريزو يرحم والديكم لواحد أو صائم رايحين تفطروه,1,dataset_2,0
عرض هايل أنا الإنترنت خلاصتلي في شهر سوواسوا,2,dataset_2,2
وانا ماكتيفي. علاش هذ التقطعات في النت,1,dataset_2,0
غي ريقلونا ريزو برك,1,dataset_2,0
هل ريقولنا الريزو ومبعد,1,dataset_2,0
مليح,2,dataset_2,2
50جيغا و ماتكملش شهر ندير عليكم يليق مليون و ياربي و كونيكسيو مرض تقول رانا نطلبو عليكم طورو رواحكم شويا 3G وماراهيش فل مستوى مابالك 4G,1,dataset_2,0
راو اليرزو رايح تاع الانترنت من اسبوع,1,dataset_2,0
موبيليس نتوما فووور,2,dataset_2,2
😒😒😤قوي كونيكسيو,1,dataset_2,0
شكرا لكم بالتوفيق ان شاء الله,2,dataset_2,2
لوكان ريقلتو كونكسيو ماشي خير يوم ما تبقاو وحدكم في حقيقة انا ومشتركي راعي رسمي للمنتخب خدامات جد ضعيفة,1,dataset_2,0
علاه راكم تسرقو فهموني,1,dataset_2,0
علاش الكونكسيون رجعت تخلاص تم تم 🤔,1,dataset_2,0
تاكتيفيها من تخلاص من ما فهمنا والو,1,dataset_2,0
رجعولنا pixxسما انترنت تاعها ثقيلة وتخلص بي الخف وفوق هذا نعمل كود تاع رونفوا ميلحقش ميساج,1,dataset_2,0
اكبر خطأ نزعتم المكالمات المجانية مع موبيليس في عرض الانترنت، كل المتعاملين يشجعون الاتصال مع شريحتهم الا موبيليس وقعت في هذا الخطأ,1,dataset_2,0
يا موبيليس اي الكنسيو تروح من ورا 7 تاع العشية يبقى يمشي غير الفيسبوك . ديرولنا حل رانا كرهنا,1,dataset_2,0
لا تغطية لا شبكة بوغزول المدية,1,dataset_2,0
ريكلو الريزو والكونيكسيو تاعكم. راكم كرهتولنا حياتنا,1,dataset_2,0
علاش مكانش كونيكسيو 😡,1,dataset_2,0
غير ديرو تدفق عالي كيما الناس و مبعد احكيو على العروض 😏😏,1,dataset_2,0
في هذه للحظة قمت بتفعيل شريحة سيم سما مباشرة دون تحويل الشريحة القديمة بيكس الثمن 40 الف بها 10 الاف هدية الان عندي 30 جيقا بدل 13 في بيكس با 100 الف شكرا موبيليس,2,dataset_2,2
والله تقريب من 10 تع الليل حتى لتقريب 8 صباح وانا نتفرج في اليوتيوب نقصتلي غير 1 ونص جيق,2,dataset_2,2
عندي عرض Sama net 1000فديو (فايسبوك مجاني) ماراهش يتمشى,1,dataset_2,0
ريڨلونا الكونيكسيو تاع المودام ومبعد اهدروا,1,dataset_2,0
ياو رجعونا العرض الأول ولا أعطونا حرية الإختيار بين العرضين,1,dataset_2,0
مديريش عرض سما درتو و ندمت 🤬🤬,1,dataset_2,0
تحيا لابيس موبيليس توب 4G,2,dataset_2,2
مليحة سما,2,dataset_2,2
ديرها منا تخلاص من,1,dataset_2,0
هدرة قليلة,1,dataset_2,0
الله لا تربحكم اكتيفيت نتاع 100الف انترنت سما نورمامو تكمل في 30يوم كملت في 12يوم ههههه,1,dataset_2,0
العرض سما لي عيان,1,dataset_2,0
ياكنيكسيو ناقص ياالهظرة قليلة والله كرهنا منكم 😠,1,dataset_2,0
خيان دترها 10 ايام كملت ما درت بيها ووالو عادا فيس تكمل بلخف,1,dataset_2,0
بصح في 10 أيام تخلاص الكونكسيو و المشكل الفايسبوك هو لي ياكلها,1,dataset_2,0
سرعة الانترنت عندي في وسط مدينة قسنطينة لا تتجاوز 1 méga تقيلا جدا وراني بدلت الاعدادات كما قلتو كيف كيف,1,dataset_2,0
اودي ريقلونا كونكسيو عندها سمانة مكاش قاع 🙄🙄,1,dataset_2,0
تخدم دقيقة تروحلك 2 جيغا,1,dataset_2,0
بصح ريزو فيها ثقيل ماشي كيما pixx,1,dataset_2,0
هناك خلال كبير في تدفق الأنترنات,1,dataset_2,0
والله اكبر فخ هذي شريحة سما سرقة ديراكت,1,dataset_2,0
الريزو عندو 4/5 ايام ثقيل,1,dataset_2,0
4G marahich kayna segmouha rahi tetla3 ghi 3G w t9ila en plus 😑,1,dataset_2,0
الله لا تربحكم,1,dataset_2,0
60 جيڨا تروح لك في 15 يوم,1,dataset_2,0
ريزو ناقص🤣,1,dataset_2,0
عرض جيد👍👍👍♥♥,2,dataset_2,2
وكونيكتي شعر 🙄,1,dataset_2,0
ريزو مكانش اكثر من 4سنوات ونحن على هذه الحال,1,dataset_2,0
وش لي تهواه رانا اكثفينا عرض سماميكس100الف كي خلاصو 15Go مقدرتش نكونكثي فيس ومسنجر ياك قلتو ايليميثي 😵‍💫😵‍💫😵‍💫 ها حلولي مشكل تعي ولا نكسر puc,1,dataset_2,0
و حنا جماعة لاوين حاقرنا عرض 13 جيجا بسعر 130 الف 😡😡😡😡,1,dataset_2,0
60Go trou7 f 15 jour 😏,1,dataset_2,0
سقمولنا الكونكسيون خاصة 3g,1,dataset_2,0
الانترنت تخلاص بالخف 😔,1,dataset_2,0
تعطونا60go صحا مليها,2,dataset_2,2
ملي رديتها سما ولا تخلاص بلخف,1,dataset_2,0
خير كبير الله يبارك,2,dataset_2,2
تحيا top4G من ناحية انترنات غير محدود ❤️,2,dataset_2,2
ربحنا واحد فيها براكة مناش قادرين نزيدو نلعبو كثر خيركم,2,dataset_2,2
نا صح والله راجلي ربح واحد عندو واحد الشهرين هكاك شارك العام لي فات وحنا من قسنطينة رحنا لاجي وجبناه واني نكونيكتي بيه ضرك,2,dataset_2,2
ماتسرقولناش غير الكريدي وماسحقيناش هدايا منكم,1,dataset_2,0
موبيليس ماقريبش تبدلوا لبوطو تاع ريزو في دائرة أولاد سي سليمان باتنة درتوه في عام الفيل دك ولا إكتضاض سكاني ولينا نكونيكتيو بدالة يابنعمي 20 كيلو بايت فليل في وقت الذروة هاسڤمولنا لبلاد علاش راكم تهبلو فينا شركة كيما موبيليس تخلي الزبائن تاعها يعانو 😑 وعلاش ماتلبوش رغبات المواطن وتجو تضربو طلة وتشوفو واش خص الناس علاش ديما مخلين دعوة هاملة ياك رانا نخلصوكم اعطونا خدمة شبه جيدة ماقلنالكمش اعطوهالنا جيدة,1,dataset_2,0
ياموبيليس يرحم والديكم ريقلو ريزو نتاعكم رآه في يومين مكانش,1,dataset_2,0
ليوم برك راني راضي عليكم يا موبيليس ، نقلكم صح فطوركم,2,dataset_2,2
احسن عرض من احسن شركة ... شكرا جزيلا لكم,2,dataset_2,2
شكرا موبيليس♥️♥️♥️,2,dataset_2,2
"Mobilis وفقكم الله و دمتم راعين ويسر لكم سبل الفلاح ""مشكورين""",2,dataset_2,2
كل ما نلها نلقا ليزينيتي طاارو فسما وشكرا 🙂,1,dataset_2,0
نهار تسقمو تدفق النت عيطولي,1,dataset_2,0
شكراااا,2,dataset_2,2
شكرا لكم,2,dataset_2,2
ربي يبارك فيكم جميعا على المجهودات الجبارة والإلتفاتة الطيبة,2,dataset_2,2
صحيتو,2,dataset_2,2
شكرا اوريدو نتمنى لك التوفيق ✌🥀,2,dataset_2,2
بيس مليحة,2,dataset_2,2
ولله هي مليحة,2,dataset_2,2
رائع 😎,2,dataset_2,2
شكرا ooredoo,2,dataset_2,2
انترنت رديئة منعدمة أسعار خيالية انترنت محدودة عروض قديمة على العهد الطاباشوري,1,dataset_2,0
ناس لي تقول مكانش مصداقية انا ربحت كارطة تاع 2000 دج. بعثوهالي ليوم,1,dataset_2,0
2Gمكانش منها لي مدو فيها,1,dataset_2,0
انا ريزو موبيليس معنديش خلاص,1,dataset_2,0
هل لا تزال الشريحة نافيڨي متوفرة في نقاط البيع؟,0,dataset_2,1
عندكم الكونكسيون ثقيلة ياسر في أم البواقي كاين بلايص منعدمة الشبكة أصلا,1,dataset_2,0
كونكسيون ميتة,1,dataset_2,0
عندي انترنت ثقيلة,1,dataset_2,0
افضل شركة اتصالات في الشرق الأوسط وشمال افريقيا,2,dataset_2,2
موبيليس ريزووو مكانش 00000,1,dataset_2,0
أودي سڨموا غي كونيكسيون كي لجناس و مبعد ساهل,1,dataset_2,0
الريزو قوي الله يبارك عندي 4g صاروخ موبيليس هي الاقوى الله يبارك,2,dataset_2,2
انا عجبتني mobilis,2,dataset_2,2
الله يبارك,2,dataset_2,2
أفضل متعامل موبليس الله يبارك شكرا لكم ⁦❤️,2,dataset_2,2
أكبر حشوة هي انك تحولها للسما 🤮 تخلاصلك في 10 ايام سريقة ديراكت,1,dataset_2,0
درتها لكن والله غير خلاصت بسرعة فائقة !!! تخلعت و الله !!!,1,dataset_2,0
أسوء متعامل,1,dataset_2,0
موبيليس و الكل يكونيكتي,2,dataset_2,2
كونكسيون مكانش خلاص تقول مفليكسيا بدراهم لحرام واش هادا,1,dataset_2,0
Mobilis شكرا,2,dataset_2,2
30جيقا في اسبوع 🤦‍♂️راحت,1,dataset_2,0
سما 💪💪,2,dataset_2,2
احسن عرض هو سما ❤️🔥 شكرا لجهودكم في تحسين خدمات الانترنت,2,dataset_2,2
أنا راه عاجبني,2,dataset_2,2
العرض لاباس بيه,2,dataset_2,2
"أنا قبل ما ندير العرض تأثرت بتعليقات الناس لكن قلت نجرب باش نحكم وفعلا جربت ولقيتو أحسن حاجة دارتها موبيليس"" 🌺",2,dataset_2,2
سبحان الله العرض عجبني مديت رايي تحوسوني بالسيف نقول ماعجبنيش ولا ما ترضاوش عني !!! لا حول ولا قوة إلا بالله,2,dataset_2,2
ساما ميكس فيها عروض احسن,2,dataset_2,2
الكنكسيو والووو,1,dataset_2,0
درت العرض هذا ملحقتش 15.يوم خلاصت 30 جيغا اني ندمت ذرك,1,dataset_2,0
لكونيكسيوا زيروووووااا .. 0 .. كي 4g كي 3g سبحان الله واقفين تحت لاقط الشبكة .. l'antenne ماتقدرش تتفرج حاجة الااااز تمشي وتحبس . ياك نخلص بدراهمنا زيدوا شوي في قوة تدفق الانترنت,1,dataset_2,0
وو صحيتو موبيليس تهليتو فينا هاد الخطرة,2,dataset_2,2
pix600 الف 6 اشهر الانترنت تاعها غير محدود يعني كي يخلاصو الجيغات تكمل تكونيكتي نرمال,0,dataset_2,1
عرض سما مليح🤍😅,2,dataset_2,2
عرض سما مليح,2,dataset_2,2
هذ الخدمة تاع الانترنيت الباهية راكم اضعف شركة في الحزائر,1,dataset_2,0
سما=الفخ,1,dataset_2,0
حسبنا الله ونعم الوكيل فيكم,1,dataset_2,0
عرض في بيس مبتسم 4G عند ب 500 دينار يعطوني شهر انترنت غير محدود هي يعطوني 1 جيڨا كي تخلاص ينقص تدفق الانترنت مي تقعد غير محدودة و 1000 دينار هدرة بلا ما يدوا 500 دينار هذيك و نقدر نحولها لعروض اخرى و نرجع كيما نحب,0,dataset_2,1
بدورنا كل جمهور الشبيبة الذي يملك شريحة عند الشركات الاخرى سنتحول لموبيليس,2,dataset_2,2
بالتوفيق و النجاح إن شاء الله,2,dataset_2,2
موبيليس الاحسن على الاطلاق,2,dataset_2,2
يرحم والديكم سقمولنا الريزو تاعكم راه مرضنا رانا غير نفليكسو باطل . لا كونكسيو مليحة لا والو وفرولنا خدمة 4G,1,dataset_2,0
بارك الله فيكم,2,dataset_2,2
يحيا الجيزي,2,dataset_2,2
الحمد لله ما عنديش موبيليس,1,dataset_2,0
ياو هلكتونا كنكسيو يومين مكاش . راعيو قبل الزبائن تاعكوم أمبعد ساهل,1,dataset_2,0
3ich la vie m3a mobilis,2,dataset_2,2
من بكري ليزوم,2,dataset_2,2
شكراً لكل أعضاء شبكة موبيليس,2,dataset_2,2
وفرو الريزو برك ومن بعد زيدو القدام,1,dataset_2,0
بلدية الكريمية ولاية الشلف الكونيكسيو تجي نص ساعة و تروح ساعة ها فهمو رواحكم مع العلم كل الشبكات عندها 4g معنتها نبدلو نورمال ماشي مشكل,1,dataset_2,0
ماهو أفضل متعامل للهاتف نقال📲 في الجزائر🇩🇿 من خلال عروض ( مكالمات📞 وانترنت🌍) وتغطية📶🆗 موبيليس طبعا,2,dataset_2,2
غدوةونشري موبيليس لعزيزة,2,dataset_2,2
Ghedwaa nechri la puce 🎴 ta3koum,2,dataset_2,2
وشبيها لاكنكسيو عندها 3 ايام راهي شبه منعدمة .,1,dataset_2,0
اليوم لعشية باش تحسنت شوي,2,dataset_2,2
من البارح مساءا حتى ظهيرة اليوم كانت منعدمة حاليا لابس,2,dataset_2,2
موبيليس يا دولة,2,dataset_2,2
.تاكلو في دراهمنا على لاندية الفاشلة,1,dataset_2,0
Moooobbbiiillliiisssss nrouma foort💚💚💚💚,2,dataset_2,2
Merci mobilis 💚💛🔥,2,dataset_2,2
الافضل للافضل 🧣🧣🧣🧣🧣,2,dataset_2,2
مكانش لا ريزو لا كونكسيو,1,dataset_2,0
بالتوفيق انشاء الله,2,dataset_2,2
Excellente initiative pour ATMOBILIS,2,dataset_2,2
درت عرض سما معجبنيش,1,dataset_2,0
Beaucoup de succès et de réussité Inch Allah,2,dataset_2,2
ريڨليونا الريزو ومن بعد دبرو رسانكم,1,dataset_2,0
موبيليس افضل متعامل في العالم,2,dataset_2,2
ريكلو الريزو,1,dataset_2,0
ردو عليا في الخاص,0,dataset_2,1
علجال هادي نشري بولس موبيليس,2,dataset_2,2
موبيليس وتحلى الحياه,2,dataset_2,2
صوردنا في مهب الرياح نفلكسي نمشي كسلحفات,1,dataset_2,0
Les Hommes,2,dataset_2,2
انا لي نمشي دوبل بوس موبيليس شراكة ستعود بالفائدة للطرفين,2,dataset_2,2
ياخويا شوف الانترنت واش بيها ضعيفة,1,dataset_2,0
ندوروها موبليس وخلاص,2,dataset_2,2
Vive mobilis,2,dataset_2,2
احبك في الله موبليس,2,dataset_2,2
"Vive JSK , vive Mobilis ✌️",2,dataset_2,2
Cnx mkanch !,1,dataset_2,0
Merci mobilis vive JSK,2,dataset_2,2
تحيا موبيليس تحيا الشبيبة القبائل 😍,2,dataset_2,2
غدوة انشاء الله نشري بيس موبيليس 💛💚,2,dataset_2,2
أجمل مافي mobilis أنها تعتمد على اللغة العربية ولا تحافظ على ثقافة فرنسا مثل باقي الصفحات شكرا كل الشكر أغنى اللغة هي العربية وبالتوفيق الى الشبيبة,2,dataset_2,2
شبيبة القبائل ترحب بموبيليس كلنا موبيليس,2,dataset_2,2
Mrc,2,dataset_2,2
Tahya Mobilis mn bakri bonne courage,2,dataset_2,2
Vive mobilis vive jsk Vive les Kabyles 👉🔰👈,2,dataset_2,2
سأرمي شريحتي و اشتري موبيليس,2,dataset_2,2
Vive jsk vive mobilis,2,dataset_2,2
Talmirt Mobilis 💚💚 💛💛💛 #Vive_JSK #merci_Mobilis💚💚,2,dataset_2,2
موبيليس دائما معنا 💪🇩🇿💚💛,2,dataset_2,2
Le resaux Mobilis d'Alger ça marche pas,1,dataset_2,0
Merci mobilis,2,dataset_2,2
Merci Mobilis vive la JSK ✌️,2,dataset_2,2
اسي وخذوني 10الف لي نفلكسها تروح,1,dataset_2,0
براك الله فيك عمو موبيليس,2,dataset_2,2
مالا ندوروها موبيليس 💚💛,2,dataset_2,2
كلنا موبيليس,2,dataset_2,2
مرحبا موبيليس 🔰 غدوا نشري شريحة تاعكم 🇩🇿,2,dataset_2,2
أفضل متعامل,2,dataset_2,2
غدوة نشري شريحة موبيليس 😁,2,dataset_2,2
موبيليس احسن شركة اتصالات في العالم,2,dataset_2,2
الله حفظك موبيليس درتي حاجة عضيمة في عالم التكنولوجيا واصلي,2,dataset_2,2
كل الاحترام و التقدير للسيد.طاهر شعلال رجل الخفاء متشرفين بكم موبيليس,2,dataset_2,2
تحيا موبيليس معا الى الامام,2,dataset_2,2
موبيليس افضل كونيكسيون في العالم 💪💪,2,dataset_2,2
تم التحول الى موبيليس ينجاح 😅😅 زكارة فأوريدو,2,dataset_2,2
تحيا موبيليس . كثرولنا برك les Bonus ou Connexion,0,dataset_2,1
حاب نحبس اشتراك معكم لان خدماتكم سئي واذا ولايات الجنوب جميع موطنيها لديهم اشتراك مع موبليس الان شركة لم تقدم شئ كمقابل لهاته الولايات كمثال مساهمة في تشيد مستشفى او صرح ترفيهي أو دعم الفرق المحلية,1,dataset_2,0
مشكور عمي موبيليس,2,dataset_2,2
موبليس عقلية البايلك و سوق الفلاح تاع البكري ، يأخذوا أموال الشعب و يخدموا بتشناف ، لماذا المؤسسات التي تعيش من ظهر الشعب دائما لا تحترم هذا الشعب ، موبيليس ، الضمان الإجتماعي ، بريد الجزائر و الكل المؤسسات التي تنهب من الشعب و الدولة ترعاها ماليا في حال أفلست,1,dataset_2,0
لماذا لا ترعون المدارس المدارس القرآنية ، ترعون الفرق لكي يصهروا بالأموال في الملاهي,1,dataset_2,0
ممكن حل لمشكل خدمة سلكني,1,dataset_2,0
على وجه ربي سقمولنا الريزو اني كرهت,1,dataset_2,0
Mobilis اخي انا نسكن في مدينة بوينان راهي المدينة كامل تعاني من نقص شبكة موبليس نحوسو على حل,1,dataset_2,0
حسنو خدمة الانترنت الزبون كره,1,dataset_2,0
دون نقاش وحوار غدآ سوفى أشتري شريحة موبيليس 🔥,2,dataset_2,2
مع موبيليس 😉كونكنتي باطل 50 الف لشهر top 4 G,2,dataset_2,2
شريحة سما خردة بالكم منها سرقة بام عينها,1,dataset_2,0
J'invite tous les supporters de la JSK à acheter Mobilis !,2,dataset_2,2
شكرا على 2 G ✌️🙂,2,dataset_2,2
موبيليس الريزو وراه يروح !,1,dataset_2,0
موبليس عالجونا المشكل رانا نعانيو لا ريزو لا كونكسيو,1,dataset_2,0
لريزو انقطاع تام منذ البارح بوجود الرياح الشعب راه في غبينة😂كحلة,1,dataset_2,0
